,city_smaller_name,netacuity_id_x,CITY-CODE,short_name,REGION,check_code
0,itanagar,1804,1804.0,ar,ar,True
1,pune,7387,7387.0,mh,mh,True
2,new delhi,10238,10238.0,dl,dl,True
3,calcutta,10326,10326.0,wb,wb,True
4,delhi,10358,10358.0,dl,dl,True
5,bangalore,11115,11115.0,ka,ka,True
6,mathura,14285,14285.0,up,up,True
7,mangalore,14291,14291.0,ka,ka,True
8,hyderabad,14361,14361.0,ts,ts,True
9,allahabad,14363,14363.0,up,up,True
10,faridabad city,14364,14364.0,hr,hr,True
11,puducherry,14366,14366.0,py,py,True
12,mysore,14379,14379.0,ka,ka,True
13,dehradun,14380,14380.0,uk,uk,True
14,chandigarh,14381,14381.0,ch,ch,True
15,lucknow,14382,14382.0,up,up,True
16,nagpur city,14384,14384.0,mh,mh,True
17,kanpur,14385,14385.0,up,up,True
18,gwalior city,14386,14386.0,mp,mp,True
19,madurai,14387,14387.0,tn,tn,True
20,kottayam,14388,14388.0,kl,kl,True
21,shillong,14389,14389.0,ml,ml,True
22,silchar,14390,14390.0,as,as,True
23,agartala,14391,14391.0,tr,tr,True
24,bhopal,14392,14392.0,mp,mp,True
25,simla,14393,14393.0,rj,rj,True
26,surat,14394,14394.0,gj,gj,True
27,amritsar,14395,14395.0,pb,pb,True
28,ambala,14519,14519.0,hr,hr,True
29,warangal,14520,14520.0,ts,ts,True
30,vadodara,14521,14521.0,gj,gj,True
31,vijayawada,14522,14522.0,ap,ap,True
32,guwahati,14523,14523.0,as,as,True
33,udaipur,14524,14524.0,rj,rj,True
34,bhubaneswar,14525,14525.0,od,od,True
35,anand,14526,14526.0,gj,gj,True
36,varanasi,14527,14527.0,up,up,True
37,valsad,14529,14529.0,gj,gj,True
38,coimbatore,14530,14530.0,tn,tn,True
39,ludhiana,14531,14531.0,pb,pb,True
40,tumkur,14532,14532.0,ka,ka,True
41,shimoga,14533,14533.0,ka,ka,True
42,belgaum,14534,14534.0,ka,ka,True
43,kota,14557,14557.0,rj,rj,True
44,nanded,14689,14689.0,mh,mh,True
45,bharuch,14691,14691.0,gj,gj,True
46,solapur,14692,14692.0,mh,mh,True
47,kolhapur,14693,14693.0,mh,mh,True
48,sangli,14694,14694.0,mh,mh,True
49,dhanbad,14695,14695.0,jh,jh,True
50,sivakasi,14697,14697.0,tn,tn,True
51,vellore,14698,14698.0,tn,tn,True
52,gurgaon,16050,16050.0,hr,hr,True
53,chennai,19586,19586.0,tn,tn,True
54,chitradurga,19995,19995.0,ka,ka,True
55,thanjavur,19997,19997.0,tn,tn,True
56,thiruvananthapuram,20019,20019.0,kl,kl,True
57,jakhau,33580,33580.0,gj,gj,True
58,mumbai,34785,34785.0,mh,mh,True
59,visakhapatnam,39542,39542.0,ap,ap,True
60,jaipur,39767,39767.0,rj,rj,True
61,gondia,39788,39788.0,mh,mh,True
62,ghaziabad,39922,39922.0,up,up,True
63,noida,40344,40344.0,up,up,True
64,erode,41467,41467.0,tn,tn,True
65,haridwar,41469,41469.0,uk,uk,True
66,jamshedpur,43193,43193.0,jh,jh,True
67,panipat,43814,43814.0,hr,hr,True
68,indore,43815,43815.0,mp,mp,True
69,periyakulam,43816,43816.0,tn,tn,True
70,jabalpur,43818,43818.0,mp,mp,True
71,jamnagar,43835,43835.0,gj,gj,True
72,haldwani,44106,44106.0,uk,uk,True
73,sangrur,44155,44155.0,pb,pb,True
74,rajkot,44437,44437.0,gj,gj,True
75,nellore,44438,44438.0,ap,ap,True
76,salem,44587,44587.0,tn,tn,True
77,kakinada,44614,44614.0,ap,ap,True
78,jammu,44617,44617.0,jk,jk,True
79,tirunelveli,44750,44750.0,tn,tn,True
80,manaparai,44963,44963.0,tn,tn,True
81,kalyan city,45106,45106.0,mh,mh,True
82,bidar,45419,45419.0,ka,ka,True
83,balangir,45705,45705.0,od,od,True
84,karnal,45706,45706.0,hr,hr,True
85,surathkal,47558,,ka,,False
86,bareilly,47871,47871.0,up,up,True
87,jalandhar city,48163,48163.0,pb,pb,True
88,amalner,48259,48259.0,mh,mh,True
89,madanapalle,48260,48260.0,ap,ap,True
90,chittoor,48261,48261.0,ap,ap,True
91,proddatur,48262,48262.0,ap,ap,True
92,dharmapuri,48285,48285.0,tn,tn,True
93,hassan,48286,48286.0,ka,ka,True
94,hisar,48287,48287.0,hr,hr,True
95,sikar,48288,48288.0,rj,rj,True
96,nandurbar,48290,48290.0,mh,mh,True
97,mahbubnagar,48291,48291.0,ts,ts,True
98,belpara,48292,48292.0,od,od,True
99,raichur,48293,48293.0,ka,ka,True
100,gulbarga,48294,48294.0,ka,ka,True
101,port blair,48301,48301.0,an,an,True
102,wardha,48431,48431.0,mh,mh,True
103,bathinda,48432,48432.0,pb,pb,True
104,ajmer,48446,48446.0,rj,rj,True
105,bhilwara,48447,48447.0,rj,rj,True
106,nashik,48471,48471.0,mh,mh,True
107,adilabad,48561,48561.0,ts,ts,True
108,rajahmundry,48563,48563.0,ap,ap,True
109,karwar,48596,48596.0,ka,ka,True
110,sambalpur,48597,48597.0,od,od,True
111,moradabad,48598,48598.0,up,up,True
112,jodhpur,48601,48601.0,rj,rj,True
113,ranchi,48603,48603.0,jh,jh,True
114,virudhunagar,48778,48778.0,tn,tn,True
115,ujjain,51061,51061.0,mp,mp,True
116,hosur,51160,51160.0,tn,tn,True
117,bhavnagar,51274,51274.0,gj,gj,True
118,mokokchung,61066,61066.0,nl,nl,True
119,kohima,61067,61067.0,nl,nl,True
120,dimapur,61068,61068.0,nl,nl,True
121,anandnagar,61073,61073.0,up,up,True
122,daman,62559,62559.0,dh,dh,True
123,diu,62560,62560.0,dh,dh,True
124,aizawl,62562,62562.0,mz,mz,True
125,kavaratti,62564,62564.0,ld,ld,True
126,silvassa,62566,62566.0,dh,dh,True
127,imphal,62568,62568.0,mn,mn,True
128,gangtok,62570,62570.0,sk,sk,True
129,cuttack,62580,62580.0,od,od,True
130,patiala,62584,62584.0,pb,pb,True
131,ernakulam,62588,62588.0,kl,kl,True
132,malappuram,62593,62593.0,kl,kl,True
133,kollam,62594,62594.0,kl,kl,True
134,nabha,62601,62601.0,pb,pb,True
135,namakkal,62605,62605.0,tn,tn,True
136,bhilai,62606,62606.0,cg,cg,True
137,khanna,62745,62745.0,pb,pb,True
138,tuljapur,62747,62747.0,mh,mh,True
139,panaji,62750,62750.0,ga,ga,True
140,bokaro steel city,62751,62751.0,jh,jh,True
141,ulhasnagar,62763,62763.0,mh,mh,True
142,chittorgarh,62764,62764.0,rj,rj,True
143,chamba,62770,62770.0,hp,hp,True
144,bellary,62772,62772.0,ka,ka,True
145,sonipat,62773,62773.0,hr,hr,True
146,kapurthala,62777,62777.0,pb,pb,True
147,bhiwandi,62780,62780.0,mh,mh,True
148,puri,63773,63773.0,od,od,True
149,balasore,63774,63774.0,od,od,True
150,baripada,63776,63776.0,od,od,True
151,giridih,63783,63783.0,jh,jh,True
152,b.deoghar,63784,63784.0,jh,jh,True
153,purnea,63786,63786.0,br,br,True
154,gaya,63788,63788.0,br,br,True
155,arrah,63793,63793.0,br,br,True
156,chapra,63797,63797.0,br,br,True
157,muzaffarpur,63799,63799.0,br,br,True
158,darbhanga,63801,63801.0,br,br,True
159,begusarai,63802,63802.0,br,br,True
160,munger,63803,63803.0,br,br,True
161,bhagalpur,63804,63804.0,br,br,True
162,katihar,63805,63805.0,br,br,True
163,muzaffarnagar,63810,63810.0,up,up,True
164,saharanpur,63811,63811.0,up,up,True
165,hapur,63812,63812.0,up,up,True
166,amroha,63815,63815.0,up,up,True
167,bulandshahr,63819,63819.0,up,up,True
168,atrauli,63820,63820.0,up,up,True
169,hathras,63821,63821.0,up,up,True
170,firozabad,63822,63822.0,up,up,True
171,mainpuri,63823,63823.0,up,up,True
172,etawah,63824,63824.0,up,up,True
173,budaun,63825,63825.0,up,up,True
174,sambhal,63826,63826.0,up,up,True
175,pilibhit,63829,63829.0,up,up,True
176,farrukhabad,63830,63830.0,up,up,True
177,shahjahanpur,63831,63831.0,up,up,True
178,sitapur,63832,63832.0,up,up,True
179,bahraich,63833,63833.0,up,up,True
180,unnao,63834,63834.0,up,up,True
181,jhansi,63835,63835.0,up,up,True
182,raebarely,63838,63838.0,up,up,True
183,faizabad,63839,63839.0,up,up,True
184,jaunpur,63840,63840.0,up,up,True
185,mirzapur,63841,63841.0,up,up,True
186,ghazipur,63842,63842.0,up,up,True
187,mugalsarai,63843,63843.0,up,up,True
188,morena,63844,63844.0,mp,mp,True
189,bhind,63845,63845.0,mp,mp,True
190,shivpuri,63846,63846.0,mp,mp,True
191,neemuch,63848,63848.0,mp,mp,True
192,mandsaur,63849,63849.0,mp,mp,True
193,ratlam,63850,63850.0,mp,mp,True
194,dewas,63851,63851.0,mp,mp,True
195,burhanpur,63853,63853.0,mp,mp,True
196,khandwa,63854,63854.0,mp,mp,True
197,itarsi,63855,63855.0,mp,mp,True
198,chhindwara,63856,63856.0,mp,mp,True
199,sagar city,63857,63857.0,mp,mp,True
200,damoh,63858,63858.0,mp,mp,True
201,chhatarpur,63859,63859.0,mp,mp,True
202,satna,63860,63860.0,mp,mp,True
203,rewa,63861,63861.0,mp,mp,True
204,rajnandgaon,63866,63866.0,cg,cg,True
205,kulti,63868,63868.0,wb,wb,True
206,burnpur,63869,63869.0,wb,wb,True
207,bankura,63870,63870.0,wb,wb,True
208,berhampore,63871,63871.0,wb,wb,True
209,nabadwip,63872,63872.0,wb,wb,True
210,krishnanagar,63873,63873.0,wb,wb,True
211,santipur,63874,63874.0,wb,wb,True
212,ranaghat,63875,63875.0,wb,wb,True
213,burdwan,63876,63876.0,wb,wb,True
214,halishahar,63878,63878.0,wb,wb,True
215,naihati,63879,63879.0,wb,wb,True
216,bhatpara,63881,63881.0,wb,wb,True
217,chandannagar,63882,63882.0,wb,wb,True
218,barrackpore,63884,63884.0,wb,wb,True
219,titagarh,63885,63885.0,wb,wb,True
220,rishra,63886,63886.0,wb,wb,True
221,barasat,63887,63887.0,wb,wb,True
222,kamarhati,63889,63889.0,wb,wb,True
223,bally,63890,63890.0,wb,wb,True
224,baranagar,63891,63891.0,wb,wb,True
225,garden reach,63895,63895.0,wb,wb,True
226,behala,63896,63896.0,wb,wb,True
227,chakdaha,63898,63898.0,wb,wb,True
228,uluberia,63899,63899.0,wb,wb,True
229,basirhat,63900,63900.0,wb,wb,True
230,ichalkaranji,63902,63902.0,mh,mh,True
231,miraj,63903,63903.0,mh,mh,True
232,thane,63905,63905.0,mh,mh,True
233,malegaon,63906,63906.0,mh,mh,True
234,jalgaon,63908,63908.0,mh,mh,True
235,bhusawal,63909,63909.0,mh,mh,True
236,latur,63910,63910.0,mh,mh,True
237,parbhani,63911,63911.0,mh,mh,True
238,jalna,63912,63912.0,mh,mh,True
239,akola,63913,63913.0,mh,mh,True
240,amravati,63914,63914.0,mh,mh,True
241,yavatmal,63915,63915.0,mh,mh,True
242,kamthi,63916,63916.0,mh,mh,True
243,chandrapur,63917,63917.0,mh,mh,True
244,nizamabad,7389,63918.0,ts,ts,False
245,mancherial,63919,63919.0,ts,ts,True
246,karimnagar,63920,63920.0,ts,ts,True
247,secunderabad,63921,63921.0,ts,ts,True
248,nalgonda,63923,63923.0,ts,ts,True
249,khammam,63924,63924.0,ts,ts,True
250,kothagudem bazar,63925,63925.0,ts,ts,True
251,srikakulam,63926,63926.0,ap,ap,True
252,vizianagaram,63927,63927.0,ap,ap,True
253,bhimavaram,63928,63928.0,ap,ap,True
254,gudivada,63930,63930.0,ap,ap,True
255,machilipatnam,63931,63931.0,ap,ap,True
256,tenali,63932,63932.0,ap,ap,True
257,guntur,63933,63933.0,ap,ap,True
258,chirala,63934,63934.0,ap,ap,True
259,nandyal,63935,63935.0,ap,ap,True
260,kurnool,63936,63936.0,ap,ap,True
261,adoni,63937,63937.0,ap,ap,True
262,guntakal,63938,63938.0,ap,ap,True
263,cuddapah,63939,63939.0,ap,ap,True
264,ongole,63940,63940.0,ap,ap,True
265,tirupati,63941,63941.0,ap,ap,True
266,hindupur,63942,63942.0,ap,ap,True
267,tiruvottiyur,63943,63943.0,tn,tn,True
268,avadi,63944,63944.0,tn,tn,True
269,ambattur,63945,63945.0,tn,tn,True
270,alandur,63946,63946.0,tn,tn,True
271,pallavaram,63948,63948.0,tn,tn,True
272,tambaram,63949,63949.0,tn,tn,True
273,kanchipuram,63950,63950.0,tn,tn,True
274,arcot,63951,63951.0,tn,tn,True
275,gudiyattam,63952,63952.0,tn,tn,True
276,vaniyambadi,63953,63953.0,tn,tn,True
277,tiruvannamalai,63954,63954.0,tn,tn,True
278,cuddalore,63955,63955.0,tn,tn,True
279,neyveli 1,63956,63956.0,tn,tn,True
280,karaikal,63957,63957.0,py,py,True
281,kumbakonam,63958,63958.0,tn,tn,True
282,bhavani,63961,63961.0,tn,tn,True
283,karur,63962,63962.0,tn,tn,True
284,pollachi,63963,63963.0,tn,tn,True
285,valparai,63964,63964.0,tn,tn,True
286,dindigul,63965,63965.0,tn,tn,True
287,nagercoil,63967,63967.0,tn,tn,True
288,mandya,63971,63971.0,ka,ka,True
289,robertsonpet,63972,63972.0,ka,ka,True
290,sagar,63974,63974.0,ka,ka,True
291,davangere,63975,63975.0,ka,ka,True
292,gadag,63976,63976.0,ka,ka,True
293,gangavathi,63977,63977.0,ka,ka,True
294,bijapur,63978,63978.0,ka,ka,True
295,navsari,63980,63980.0,gj,gj,True
296,ankleshwar,63981,63981.0,gj,gj,True
297,veraval,63982,63982.0,gj,gj,True
298,junagadh,63983,63983.0,gj,gj,True
299,porbandar,63984,63984.0,gj,gj,True
300,surendranagar,63985,63985.0,gj,gj,True
301,nadiad,63986,63986.0,gj,gj,True
302,godhra,63987,63987.0,gj,gj,True
303,dahod,63988,63988.0,gj,gj,True
304,kalol,63989,63989.0,gj,gj,True
305,mahesana,63990,63990.0,gj,gj,True
306,patan,63991,63991.0,gj,gj,True
307,palanpur,63992,63992.0,gj,gj,True
308,bhuj,63993,63993.0,gj,gj,True
309,gandhidham,63994,63994.0,gj,gj,True
310,pali city,63995,63995.0,rj,rj,True
311,beawar city,63996,63996.0,rj,rj,True
312,tonk,63997,63997.0,rj,rj,True
313,sawai madhopur,63998,63998.0,rj,rj,True
314,alwar,64000,64000.0,rj,rj,True
315,churu,64001,64001.0,rj,rj,True
316,bikaner,64002,64002.0,rj,rj,True
317,sri ganganagar,64003,64003.0,rj,rj,True
318,bhiwani,64004,64004.0,hr,hr,True
319,rohtak,64005,64005.0,hr,hr,True
320,sirsa,64006,64006.0,hr,hr,True
321,thanesar town,64007,64007.0,hr,hr,True
322,abohar,64009,64009.0,pb,pb,True
323,moga,64010,64010.0,pb,pb,True
324,hoshiarpur,64011,64011.0,pb,pb,True
325,pathankot,64012,64012.0,pb,pb,True
326,roorkee,64013,64013.0,uk,uk,True
327,tura,64014,64014.0,ml,ml,True
328,jorhat,64015,64015.0,as,as,True
329,dibrugarh,64016,64016.0,as,as,True
330,tinsukia,64017,64017.0,as,as,True
331,akividu,148127,148127.0,ap,ap,True
332,allagadda,148129,148129.0,ap,ap,True
333,amalapuram,148130,148130.0,ap,ap,True
334,anakapalle,148131,148131.0,ap,ap,True
335,andra,148133,148133.0,ap,ap,True
336,annaram,148134,148134.0,ts,ts,True
337,annasagar,148135,148135.0,ts,ts,True
338,balanagar,148136,148136.0,ts,ts,True
339,bantumilli,148137,148137.0,ap,ap,True
340,bapatla,148138,148138.0,ap,ap,True
341,begampet,148139,148139.0,ts,ts,True
342,bhadrachalam,148140,148140.0,ts,ts,True
343,bhogapuram,148141,148141.0,ap,ap,True
344,bhongir,148142,148142.0,ts,ts,True
345,bodhan,148143,148143.0,ts,ts,True
346,devanakonda,148144,148144.0,ap,ap,True
347,dharmajigudem,148145,148145.0,ap,ap,True
348,dharmavaram,148146,148146.0,ts,ts,True
349,dhone,148147,148147.0,ap,ap,True
350,dowlaiswaram,148148,148148.0,ap,ap,True
351,dwarapudi,148149,148149.0,ap,ap,True
352,eluru,148150,148150.0,ap,ap,True
353,ganapavaram,148151,148151.0,ts,ts,True
354,gandipet,148152,148152.0,ts,ts,True
355,gangaram,148153,148153.0,ts,ts,True
356,gannavaram,148154,148154.0,ts,ts,True
357,gokavaram,148155,148155.0,ap,ap,True
358,gooty,148156,148156.0,ap,ap,True
359,gudlavalleru,148157,148157.0,ap,ap,True
360,gudur,148158,148158.0,ap,ap,True
361,hanamkonda,148159,148159.0,ts,ts,True
362,huzurabad,148160,148160.0,ts,ts,True
363,huzurnagar,148161,148161.0,ts,ts,True
364,jagtial,148162,148162.0,ts,ts,True
365,jammalamadugu,148163,148163.0,ap,ap,True
366,jangaon,148164,148164.0,ts,ts,True
367,jogipet,148165,148165.0,ts,ts,True
368,kaikalur,148166,148166.0,ap,ap,True
369,kamavarapukota,148167,148167.0,ap,ap,True
370,kandur,148168,148168.0,ts,ts,True
371,kankipadu,148169,148169.0,ap,ap,True
372,kavali,148170,148170.0,ap,ap,True
373,kodumur,148171,148171.0,ap,ap,True
374,koduru,148172,148172.0,ap,ap,True
375,kondapur,148173,148173.0,ts,ts,True
376,kothapet,148174,148174.0,ts,ts,True
377,kovur,148175,148175.0,ap,ap,True
378,kovvur,148176,148176.0,ap,ap,True
379,koyyalagudem,148177,148177.0,ts,ts,True
380,krishna,148178,148178.0,ts,ts,True
381,kukatpally,148179,148179.0,ts,ts,True
382,kuppam,148180,148180.0,ap,ap,True
383,macherla,148181,148181.0,ts,ts,True
384,mahal,148182,148182.0,ap,ap,True
385,mandapeta,148183,148183.0,ap,ap,True
386,mangalagiri,148184,148184.0,ap,ap,True
387,medak,148185,148185.0,ts,ts,True
388,medchal,148186,148186.0,ts,ts,True
389,miryalguda,148187,148187.0,ts,ts,True
390,nandigama,148189,148189.0,ts,ts,True
391,nandikotkur,148190,148190.0,ap,ap,True
392,narasaraopet,148191,148191.0,ap,ap,True
393,narayanpet,148192,148192.0,ts,ts,True
394,narsampet,148193,148193.0,ts,ts,True
395,narsipatnam,148194,148194.0,ap,ap,True
396,naspur,148195,148195.0,ts,ts,True
397,nekarikallu,148196,148196.0,ap,ap,True
398,nidadavole,148197,148197.0,ap,ap,True
399,nirmal,148198,148198.0,ts,ts,True
400,nizampet,148199,148199.0,ts,ts,True
401,nuzvid,148200,148200.0,ap,ap,True
402,paderu,148201,148201.0,ap,ap,True
403,pakala,148202,148202.0,ap,ap,True
404,palasa,148203,148203.0,ap,ap,True
405,paloncha,148204,148204.0,ts,ts,True
406,patamata,148205,148205.0,ap,ap,True
407,patancheru,148206,148206.0,ts,ts,True
408,peddapalli,148207,148207.0,ts,ts,True
409,peddapuram,148208,148208.0,ap,ap,True
410,penuganchiprolu,148209,148209.0,ap,ap,True
411,penugonda,148210,148210.0,ap,ap,True
412,piler,148211,148211.0,ap,ap,True
413,pithapuram,148212,148212.0,ap,ap,True
414,ramachandrapuram,148213,148213.0,ts,ts,True
415,ramapuram,148214,148214.0,ts,ts,True
416,rangampet,148215,148215.0,ap,ap,True
417,razole,148216,148216.0,ap,ap,True
418,renigunta,148217,148217.0,ap,ap,True
419,repalle,148218,148218.0,ts,ts,True
420,salur,148219,148219.0,ap,ap,True
421,samalkot,148220,148220.0,ap,ap,True
422,shadnagar,148221,148221.0,ts,ts,True
423,siddipet,148222,148222.0,ts,ts,True
424,sirpur,148223,148223.0,ts,ts,True
425,srisailam,148224,148224.0,ap,ap,True
426,tadepalle,148225,148225.0,ap,ap,True
427,tadepalligudem,148226,148226.0,ap,ap,True
428,tadpatri,148227,148227.0,ap,ap,True
429,tangutur,148228,148228.0,ap,ap,True
430,tanuku,148229,148229.0,ap,ap,True
431,tirumala,148230,148230.0,ap,ap,True
432,trimulgherry,148231,148231.0,ts,ts,True
433,tuni,148232,148232.0,ap,ap,True
434,ulavapadu,148233,148233.0,ap,ap,True
435,undi,148234,148234.0,ap,ap,True
436,uppal,148235,148235.0,ts,ts,True
437,vadlapudi,148236,148236.0,ap,ap,True
438,venkatagiri,148237,148237.0,ts,ts,True
439,vetapalem,148238,148238.0,ap,ap,True
440,vikarabad,148239,148239.0,ts,ts,True
441,vuyyuru,148240,148240.0,ap,ap,True
442,yellakonda,148241,148241.0,ts,ts,True
443,yellamanchili,148242,148242.0,ap,ap,True
444,yellandu,148243,148243.0,ts,ts,True
445,abhayapuri,148244,148244.0,as,as,True
446,arunachal,148245,741521.0,as,as,False
447,barpeta,148247,148247.0,as,as,True
448,bongaigaon,148248,148248.0,as,as,True
449,dergaon,148249,148249.0,as,as,True
450,dhing,148250,148250.0,as,as,True
451,dhupdhara,148251,148251.0,as,as,True
452,digboi,148252,148252.0,as,as,True
453,diphu,148253,148253.0,as,as,True
454,dispur,148254,name change,as,,False
455,goalpara,148255,148255.0,as,as,True
456,gohpur,148256,148256.0,as,as,True
457,golaghat,148257,148257.0,as,as,True
458,hailakandi,148258,148258.0,as,as,True
459,hojai,148259,148259.0,as,as,True
460,jamduar,148260,148260.0,as,as,True
461,kalaigaon,148261,148261.0,as,as,True
462,karimganj,148262,148262.0,as,as,True
463,kokrajhar,148263,148263.0,as,as,True
464,mariani,148264,148264.0,as,as,True
465,nalbari,148265,148265.0,as,as,True
466,nazira,148266,148266.0,as,as,True
467,numaligarh,148267,148267.0,as,as,True
468,pandu,148268,148268.0,as,as,True
469,raha,148269,148269.0,as,as,True
470,rangapara,148270,148270.0,as,as,True
471,rangia,148271,148271.0,as,as,True
472,tezpur,148272,148272.0,as,as,True
473,udalguri,148273,148273.0,as,as,True
474,arai,148275,148275.0,br,br,True
475,barh,148277,148277.0,br,br,True
476,bihta,148278,148278.0,br,br,True
477,bikram,148279,148279.0,br,br,True
478,buxar,148280,148280.0,br,br,True
479,chandan,148281,148281.0,br,br,True
480,dhaka,148282,148282.0,br,br,True
481,hajipur,148283,148283.0,br,br,True
482,jamui,148285,148285.0,br,br,True
483,jaynagar,148286,,br,,False
484,kishanganj,148287,148287.0,br,br,True
485,lakhisarai,148288,148288.0,br,br,True
486,lalganj,148289,148289.0,br,br,True
487,madhuban,148290,148290.0,br,br,True
488,madhubani,148291,148291.0,br,br,True
489,madhupur,148292,148292.0,br,br,True
490,maker,148293,148293.0,br,br,True
491,maner,148294,148294.0,br,br,True
492,motihari,148295,148295.0,br,br,True
493,parihar,148296,148296.0,br,br,True
494,pusa,148298,148298.0,br,br,True
495,rajgir,148299,148299.0,br,br,True
496,raxaul,148300,148300.0,br,br,True
497,samastipur,148301,148301.0,br,br,True
498,sasaram,148302,148302.0,br,br,True
499,sonpur,148303,148303.0,br,br,True
500,akaltara,148304,148304.0,cg,cg,True
501,ambikapur,148305,148305.0,cg,cg,True
502,arang,148306,148306.0,cg,cg,True
503,bhatapara,148307,148307.0,cg,cg,True
504,champa,148309,148309.0,cg,cg,True
505,dhamtari,148310,148310.0,cg,cg,True
506,durg,148311,148311.0,cg,cg,True
507,jagdalpur,148312,148312.0,cg,cg,True
508,janjgir,148313,148313.0,cg,cg,True
509,kanker,148314,148314.0,cg,cg,True
510,katghora,148315,148315.0,cg,cg,True
511,kawardha,148316,148316.0,cg,cg,True
512,kharsia,148317,148317.0,cg,cg,True
513,korba,148318,148318.0,cg,cg,True
514,kumhari,148319,148319.0,cg,cg,True
515,lanka,148320,148320.0,cg,cg,True
516,mahasamund,148321,148321.0,cg,cg,True
517,raigarh,148323,148323.0,cg,cg,True
518,raipur,148324,148324.0,cg,cg,True
519,rajim,148325,148325.0,cg,cg,True
520,sakti,148326,148326.0,cg,cg,True
521,sarda,148327,148327.0,cg,cg,True
522,alipur,148328,148328.0,dl,dl,True
523,badarpur,148329,148246.0,as,as,False
524,bawana,148330,148330.0,dl,dl,True
525,chattarpur,148331,148331.0,dl,dl,True
526,connaught place,148332,148332.0,dl,dl,True
527,darya ganj,148333,148333.0,dl,dl,True
528,jharoda kalan,148334,148334.0,dl,dl,True
529,kalkaji,148335,148335.0,dl,dl,True
530,karol bagh,148336,148336.0,dl,dl,True
531,mehrauli,148337,148337.0,dl,dl,True
532,najafgarh,148338,148338.0,dl,dl,True
533,narela,148339,148339.0,dl,dl,True
534,shahdara,148341,148341.0,dl,dl,True
535,aldona,148342,148342.0,ga,ga,True
536,anjuna,148343,148343.0,ga,ga,True
537,arambol,148344,148344.0,ga,ga,True
538,arpora,148345,148345.0,ga,ga,True
539,assagao,148346,148346.0,ga,ga,True
540,assonora,148347,148347.0,ga,ga,True
541,bandora,148348,148348.0,ga,ga,True
542,benaulim,148349,148349.0,ga,ga,True
543,betim,148350,148350.0,ga,ga,True
544,bicholim,148351,148351.0,ga,ga,True
545,candolim,148352,148352.0,ga,ga,True
546,caranzalem,148353,148353.0,ga,ga,True
547,cavelossim,148354,148354.0,ga,ga,True
548,chandor,148355,148355.0,ga,ga,True
549,chicalim,148356,148356.0,ga,ga,True
550,chinchinim,148357,148357.0,ga,ga,True
551,cola,148358,148358.0,ga,ga,True
552,colva,148359,148359.0,ga,ga,True
553,cortalim,148360,148360.0,ga,ga,True
554,cuncolim,148361,148361.0,ga,ga,True
555,curchorem,148362,148362.0,ga,ga,True
556,loutolim,148363,148363.0,ga,ga,True
557,malar,148364,148364.0,ga,ga,True
558,mandrem,148365,148365.0,ga,ga,True
559,mardol,148366,148366.0,ga,ga,True
560,margao,148367,148367.0,ga,ga,True
561,mormugao,148368,148368.0,ga,ga,True
562,navelim,148369,148369.0,ga,ga,True
563,nerul,148370,148370.0,ga,ga,True
564,nuvem,148371,148371.0,ga,ga,True
565,orlim,148372,148372.0,ga,ga,True
566,pernem,148373,148373.0,ga,ga,True
567,quepem,148374,148374.0,ga,ga,True
568,raia,148375,148375.0,ga,ga,True
569,ribandar,148376,148376.0,ga,ga,True
570,saligao,148377,148377.0,ga,ga,True
571,sanguem,148378,148378.0,ga,ga,True
572,santa cruz,148379,148379.0,ga,ga,True
573,sanvordem,148380,148380.0,ga,ga,True
574,siolim,148381,148381.0,ga,ga,True
575,tivim,148382,148382.0,ga,ga,True
576,varca,148383,148383.0,ga,ga,True
577,velim,148384,148384.0,ga,ga,True
578,verna,148385,148385.0,ga,ga,True
579,adalaj,148386,148386.0,gj,gj,True
580,ahmedabad,148387,148387.0,gj,gj,True
581,amod,148388,148388.0,gj,gj,True
582,amreli,148389,148389.0,gj,gj,True
583,amroli,148390,148390.0,gj,gj,True
584,anjar,148391,148391.0,gj,gj,True
585,antapur,148392,148392.0,gj,gj,True
586,babra,148393,148393.0,gj,gj,True
587,bardoli,148394,148394.0,gj,gj,True
588,basu,148396,148396.0,gj,gj,True
589,bayad,148397,148397.0,gj,gj,True
590,bedi,148398,148398.0,gj,gj,True
591,bhandariya,148399,148399.0,gj,gj,True
592,bhat,148400,148400.0,gj,gj,True
593,bhujpur,148401,148401.0,gj,gj,True
594,bilimora,148402,148402.0,gj,gj,True
595,borsad,148403,148403.0,gj,gj,True
596,botad,148404,148404.0,gj,gj,True
597,dakor,148406,148406.0,gj,gj,True
598,damnagar,148407,148407.0,gj,gj,True
599,desar,148408,148408.0,gj,gj,True
600,dhandhuka,148409,148409.0,gj,gj,True
601,dhank,148410,148410.0,gj,gj,True
602,dhansura,148411,148411.0,gj,gj,True
603,dharmaj,148413,148413.0,gj,gj,True
604,dholka,148414,148414.0,gj,gj,True
605,dhoraji,148415,148415.0,gj,gj,True
606,dhrangadhra,148416,148416.0,gj,gj,True
607,dhrol,148417,148417.0,gj,gj,True
608,dwarka,148418,148418.0,gj,gj,True
609,gondal,148419,148419.0,gj,gj,True
610,halol,148420,148420.0,gj,gj,True
611,hansot,148421,148421.0,gj,gj,True
612,himatnagar,148422,148422.0,gj,gj,True
613,idar,148423,148423.0,gj,gj,True
614,jasdan,148424,148424.0,gj,gj,True
615,jetpur,148425,148425.0,gj,gj,True
