cluster_id|location_id
55000010|51627270
55000010|51627271
55000010|51627272
55000010|51627273
55000010|51627274
55000010|51627275
55000010|51627276
55000010|51627277
55000010|51627278
55000010|51627279
55000010|51627280
55000010|51627281
55000010|51627282
55000010|51627283
55000010|51627284
55000010|51627285
55000010|51627286
55000010|51627287
55000010|51627288
55000010|51627289
55000010|51627290
55000010|51627291
55000010|51627292
55000010|51627293
55000010|51627294
55000010|51627295
55000010|51627296
55000010|51627297
55000010|51627298
55000010|51627299
55000010|51627300
55000010|51627301
55000010|51627302
55000010|51627303
55000010|51627304
55000010|51627305
55000010|51627306
55000010|51627307
55000010|51627308
55000010|51627309
55000010|51627310
55000010|51627311
55000010|51627312
55000010|51627313
55000010|51627314
55000010|51627315
55000010|51627316
55000010|51627317
55000010|51627318
55000010|51627319
55000010|51627320
55000010|51627321
55000010|51627322
55000010|51627323
55000010|51627324
55000010|51627325
55000010|51627326
55000010|51627327
55000010|51627328
55000010|51627329
55000010|51627330
55000010|51627331
55000010|51627332
55000010|51627333
55000010|51627334
55000010|51627335
55000010|51627336
55000010|51627337
55000010|51627338
55000010|51627339
55000010|51627340
55000010|51627341
55000010|51627342
55000010|51627343
55000010|51627344
55000010|51627345
55000010|51627346
55000010|51627347
55000010|51627348
55000010|51627349
55000010|51627350
55000010|51627351
55000010|51627352
55000010|51627353
55000010|51627354
55000010|51627355
55000010|51627356
55000010|51627357
55000010|51627358
55000010|51627359
55000010|51627360
55000010|51627361
55000010|51627362
55000010|51627363
55000010|51627364
55000010|51627365
55000010|51627366
55000010|51627367
55000010|51627368
55000010|51627369
55000010|51627370
55000010|51627371
55000010|51627372
55000010|51627373
55000010|51627374
55000010|51627375
55000010|51627376
55000010|51627377
55000010|51627378
55000010|51627379
55000010|51627380
55000010|51627381
55000010|51627382
55000010|51627383
55000010|51627384
55000010|51627385
55000010|51627386
55000010|51627387
55000010|51627388
55000010|51627389
55000010|51627390
55000010|51627391
55000010|51627392
55000010|51627393
55000010|51627394
55000010|51627395
55000010|51627396
55000010|51627397
55000010|51627398
55000010|51627399
55000010|51627400
55000010|51627401
55000010|51627402
55000010|51627403
55000010|51627404
55000010|51627405
55000010|51627406
55000010|51627407
55000010|51627408
55000010|51627409
55000010|51627410
55000010|51627411
55000010|51627412
55000010|51627413
55000010|51627414
55000010|51627415
55000010|51627416
55000010|51627417
55000010|51627418
55000010|51627419
55000010|51627420
55000011|51627421
55000011|51627422
55000011|51627423
55000011|51627424
55000011|51627425
55000011|51627426
55000011|51627427
55000011|51627428
55000011|51627429
55000011|51627430
55000011|51627431
55000011|51627432
55000011|51627433
55000011|51627434
55000011|51627435
55000011|51627436
55000011|51627437
55000011|51627438
55000011|51627439
55000011|51627440
55000011|51627441
55000011|51627442
55000011|51627443
55000011|51627444
55000011|51627445
55000011|51627446
55000011|51627447
55000011|51627448
55000011|51627449
55000011|51627450
55000011|51627451
55000011|51627452
55000011|51627453
55000011|51627454
55000011|51627455
55000011|51627456
55000011|51627457
55000011|51627458
55000011|51627459
55000011|51627460
55000011|51627461
55000011|51627462
55000011|51627463
55000011|51627464
55000011|51627465
55000011|51627466
55000011|51627467
55000011|51627468
55000011|51627469
55000011|51627470
55000011|51627471
55000011|51627472
55000011|51627473
55000011|51627474
55000011|51627475
55000011|51627476
55000011|51627477
55000011|51627478
55000011|51627479
55000011|51627480
55000011|51627481
55000011|51627482
55000011|51627483
55000011|51627484
55000011|51627485
55000011|51627486
55000011|51627487
55000011|51627488
55000011|51627489
55000011|51627490
55000011|51627491
55000011|51627492
55000011|51627493
55000011|51627494
55000011|51627495
55000011|51627496
55000011|51627497
55000011|51627498
55000011|51627499
55000011|51627500
55000011|51627501
55000011|51627502
55000011|51627503
55000011|51627504
55000011|51627505
55000011|51627506
55000011|51627507
55000011|51627508
55000011|51627509
55000011|51627510
55000011|51627511
55000011|51627512
55000011|51627513
55000011|51627514
55000011|51627515
55000011|51627516
55000011|51627517
55000011|51627518
55000011|51627519
55000011|51627520
55000011|51627521
55000011|51627522
55000011|51627523
55000011|51627524
55000011|51627525
55000011|51627526
55000011|51627527
55000011|51627528
55000011|51627529
55000011|51627530
55000011|51627531
55000011|51627532
55000011|51627533
55000011|51627534
55000011|51627535
55000011|51627536
55000011|51627537
55000011|51627538
55000011|51627539
55000011|51627540
55000011|51627541
55000011|51627542
55000011|51627543
55000011|51627544
55000011|51627545
55000011|51627546
55000011|51627547
55000011|51627548
55000011|51627549
55000012|51627550
55000012|51627551
55000012|51627552
55000012|51627553
55000012|51627554
55000012|51627555
55000012|51627556
55000012|51627557
55000012|51627558
55000012|51627559
55000012|51627560
55000012|51627561
55000012|51627562
55000012|51627563
55000012|51627564
55000012|51627565
55000012|51627566
55000012|51627567
55000012|51627568
55000012|51627569
55000012|51627570
55000012|51627571
55000012|51627572
55000012|51627573
55000012|51627574
55000012|51627575
55000012|51627576
55000012|51627577
55000012|51627578
55000012|51627579
55000012|51627580
55000012|51627581
55000012|51627582
55000012|51627583
55000012|51627584
55000012|51627585
55000012|51627586
55000012|51627587
55000012|51627588
55000012|51627589
55000012|51627590
55000012|51627591
55000012|51627592
55000012|51627593
55000012|51627594
55000012|51627595
55000012|51627596
55000012|51627597
55000012|51627598
55000012|51627599
55000012|51627600
55000012|51627601
55000012|51627602
55000012|51627603
55000012|51627604
55000012|51627605
55000012|51627606
55000012|51627607
55000012|51627608
55000012|51627609
55000012|51627610
55000013|51627611
55000013|51627612
55000013|51627613
55000013|51627614
55000013|51627615
55000013|51627616
55000013|51627617
55000013|51627618
55000013|51627619
55000013|51627620
55000013|51627621
55000013|51627622
55000013|51627623
55000013|51627624
55000013|51627625
55000013|51627626
55000013|51627627
55000013|51627628
55000013|51627629
55000013|51627630
55000013|51627631
55000013|51627632
55000013|51627633
55000013|51627634
55000013|51627635
55000013|51627636
55000013|51627637
55000013|51627638
55000013|51627639
55000013|51627640
55000013|51627641
55000013|51627642
55000013|51627643
55000013|51627644
55000013|51627645
55000013|51627646
55000013|51627647
55000013|51627648
55000013|51627649
55000013|51627650
55000013|51627651
55000013|51627652
55000013|51627653
55000013|51627654
55000013|51627655
55000013|51627656
55000013|51627657
55000013|51627658
55000013|51627659
55000013|51627660
55000013|51627661
55000013|51627662
55000013|51627663
55000013|51627664
55000013|51627665
55000013|51627666
55000013|51627667
55000013|51627668
55000013|51627669
55000013|51627670
55000013|51627671
55000013|51627672
55000013|51627673
55000013|51627674
55000013|51627675
55000013|51627676
55000013|51627677
55000013|51627678
55000013|51627679
55000013|51627680
55000013|51627681
55000013|51627682
55000013|51627683
55000013|51627684
55000013|51627685
55000013|51627686
55000013|51627687
55000013|51627688
55000013|51627689
55000013|51627690
55000013|51627691
55000013|51627692
55000013|51627693
55000013|51627694
55000013|51627695
55000013|51627696
55000013|51627697
55000013|51627698
55000013|51627699
55000013|51627700
55000013|51627701
55000013|51627702
55000013|51627703
55000013|51627704
55000013|51627705
55000013|51627706
55000013|51627707
55000013|51627708
55000013|51627709
55000013|51627710
55000013|51627711
55000014|51627712
55000014|51627713
55000014|51627714
55000014|51627715
55000014|51627716
55000014|51627717
55000014|51627718
55000014|51627719
55000014|51627720
55000014|51627721
55000014|51627722
55000014|51627723
55000014|51627724
55000014|51627725
55000014|51627726
55000014|51627727
55000014|51627728
55000014|51627729
55000014|51627730
55000014|51627731
55000014|51627732
55000014|51627733
55000014|51627734
55000014|51627735
55000014|51627736
55000014|51627737
55000014|51627738
55000014|51627739
55000014|51627740
55000014|51627741
55000014|51627742
55000014|51627743
55000014|51627744
55000014|51627745
55000014|51627746
55000014|51627747
55000014|51627748
55000014|51627749
55000014|51627750
55000014|51627751
55000014|51627752
55000014|51627753
55000014|51627754
55000014|51627755
55000014|51627756
55000014|51627757
55000014|51627758
55000014|51627759
55000014|51627760
55000014|51627761
55000014|51627762
55000014|51627763
55000014|51627764
55000014|51627765
55000014|51627766
55000014|51627767
55000014|51627768
55000014|51627769
55000014|51627770
55000014|51627771
55000014|51627772
55000014|51627773
55000014|51627774
55000014|51627775
55000014|51627776
55000014|51627777
55000014|51627778
55000014|51627779
55000014|51627780
55000014|51627781
55000014|51627782
55000014|51627783
55000014|51627784
55000014|51627785
55000014|51627786
55000014|51627787
55000014|51627788
55000014|51627789
55000014|51627790
55000014|51627791
55000014|51627792
55000014|51627793
55000014|51627794
55000014|51627795
55000014|51627796
55000014|51627797
55000014|51627798
55000014|51627799
55000014|51627800
55000014|51627801
55000014|51627802
55000014|51627803
55000014|51627804
55000014|51627805
55000014|51627806
55000014|51627807
55000014|51627808
55000014|51627809
55000014|51627810
55000014|51627811
55000014|51627812
55000014|51627813
55000014|51627814
55000014|51627815
55000014|51627816
55000014|51627817
55000014|51627818
55000014|51627819
55000014|51627820
55000014|51627821
55000014|51627822
55000014|51627823
55000014|51627824
55000014|51627825
55000014|51627826
55000014|51627827
55000014|51627828
55000014|51627829
55000014|51627830
55000014|51627831
55000014|51627832
55000014|51627833
55000014|51627834
55000014|51627835
55000014|51627836
55000014|51627837
55000014|51627838
55000014|51627839
55000014|51627840
55000014|51627841
55000014|51627842
55000014|51627843
55000014|51627844
55000014|51627845
55000014|51627846
55000014|51627847
55000014|51627848
55000014|51627849
55000014|51627850
55000014|51627851
55000014|51627852
55000014|51627853
55000014|51627854
55000014|51627855
55000014|51627856
55000014|51627857
55000014|51627858
55000014|51627859
55000014|51627860
55000014|51627861
55000014|51627862
55000014|51627863
55000014|51627864
55000014|51627865
55000014|51627866
55000014|51627867
55000014|51627868
55000014|51627869
55000014|51627870
55000014|51627871
55000014|51627872
55000014|51627873
55000014|51627874
55000014|51627875
55000014|51627876
55000014|51627877
55000014|51627878
55000014|51627879
55000014|51627880
55000014|51627881
55000014|51627882
55000014|51627883
55000014|51627884
55000014|51627885
55000014|51627886
55000014|51627887
55000014|51627888
55000014|51627889
55000014|51627890
55000014|51627891
55000014|51627892
55000014|51627893
55000014|51627894
55000014|51627895
55000014|51627896
55000014|51627897
55000014|51627898
55000014|51627899
55000014|51627900
55000014|51627901
55000014|51627902
55000014|51627903
55000014|51627904
55000014|51627905
55000014|51627906
55000014|51627907
55000014|51627908
55000014|51627909
55000014|51627910
55000014|51627911
55000014|51627912
55000014|51627913
55000014|51627914
55000014|51627915
55000014|51627916
55000014|51627917
55000014|51627918
55000014|51627919
55000014|51627920
55000014|51627921
55000014|51627922
55000014|51627923
55000014|51627924
55000014|51627925
55000014|51627926
55000014|51627927
55000014|51627928
55000014|51627929
55000014|51627930
55000014|51627931
55000014|51627932
55000014|51627933
55000014|51627934
55000014|51627935
55000014|51627936
55000014|51627937
55000014|51627938
55000014|51627939
55000014|51627940
55000014|51627941
55000014|51627942
55000014|51627943
55000014|51627944
55000014|51627945
55000014|51627946
55000014|51627947
55000014|51627948
55000014|51627949
55000014|51627950
55000014|51627951
55000014|51627952
55000014|51627953
55000014|51627954
55000014|51627955
55000014|51627956
55000014|51627957
55000014|51627958
55000014|51627959
55000014|51627960
55000014|51627961
55000014|51627962
55000014|51627963
55000014|51627964
55000014|51627965
55000014|51627966
55000014|51627967
55000014|51627968
55000014|51627969
55000014|51627970
55000014|51627971
55000014|51627972
55000014|51627973
55000014|51627974
55000014|51627975
55000014|51627976
55000014|51627977
55000014|51627978
55000014|51627979
55000014|51627980
55000014|51627981
55000014|51627982
55000014|51627983
55000014|51627984
55000014|51627985
55000014|51627986
55000014|51627987
55000014|51627988
55000014|51627989
55000014|51627990
55000014|51627991
55000014|51627992
55000014|51627993
55000014|51627994
55000014|51627995
55000014|51627996
55000014|51627997
55000014|51627998
55000014|51627999
55000014|51628000
55000014|51628001
55000014|51628002
55000014|51628003
55000014|51628004
55000014|51628005
55000014|51628006
55000014|51628007
55000014|51628008
55000014|51628009
55000014|51628010
55000014|51628011
55000014|51628012
55000014|51628013
55000014|51628014
55000014|51628015
55000014|51628016
55000014|51628017
55000014|51628018
55000014|51628019
55000014|51628020
55000014|51628021
55000014|51628022
55000014|51628023
55000014|51628024
55000014|51628025
55000014|51628026
55000014|51628027
55000014|51628028
55000014|51628029
55000014|51628030
55000014|51628031
55000014|51628032
55000014|51628033
55000014|51628034
55000014|51628035
55000014|51628036
55000014|51628037
55000014|51628038
55000014|51628039
55000014|51628040
55000014|51628041
55000014|51628042
55000014|51628043
55000014|51628044
55000014|51628045
55000014|51628046
55000014|51628047
55000014|51628048
55000014|51628049
55000014|51628050
55000014|51628051
55000014|51628052
55000014|51628053
55000014|51628054
55000014|51628055
55000014|51628056
55000014|51628057
55000014|51628058
55000014|51628059
55000014|51628060
55000014|51628061
55000014|51628062
55000014|51628063
55000014|51628064
55000014|51628065
55000014|51628066
