,city,REGION,CITY-NAME,CITY-CODE
2182,gokavaram,ts,gokavaram,1349444
2183,jagdishpur,br,jagdishpur,903737
2184,jagdishpur,cg,jagdishpur,1335679
2185,jagdishpur,hr,jagdishpur,1338813
2186,jagdishpur,jh,jagdishpur,1339829
2187,jagdishpur,mp,jagdishpur,1343916
2188,jagdishpur,uk,jagdishpur,1354939
2189,jagdishpur,up,jagdishpur,1351925
2190,ambadi,mh,ambadi,865092
2191,kodalia,wb,kodalia,601810
2192,hridaypur,wb,hridaypur,600271
2193,baranagar,up,baranagar,1350474
2194,baranagar,wb,baranagar,63891
2195,balagere,ka,balagere,726226
2196,manali,hp,manali,148501
2197,manali,tn,manali,149153
2198,nigan,wb,nigan,937614
2199,rewa,br,rewa,1334901
2200,rewa,cg,rewa,1336291
2201,rewa,jh,rewa,1340210
2202,rewa,mp,rewa,63861
2203,rewa,uk,rewa,1355340
2204,rewa,up,rewa,1353859
2205,mouroungapakkam,py,mouroungapakkam,586230
2206,balijapalle,ap,balijapalle,870347
2207,ganeshpur,br,ganeshpur,1334058
2208,ganeshpur,cg,ganeshpur,1335596
2209,ganeshpur,gj,ganeshpur,1336681
2210,ganeshpur,jh,ganeshpur,1339746
2211,ganeshpur,ka,ganeshpur,1340809
2212,ganeshpur,mh,ganeshpur,1341565
2213,ganeshpur,mp,ganeshpur,1343658
2214,ganeshpur,od,ganeshpur,1346164
2215,ganeshpur,pb,ganeshpur,1346838
2216,ganeshpur,rj,ganeshpur,1348100
2217,ganeshpur,ts,ganeshpur,1349435
2218,ganeshpur,uk,ganeshpur,1354865
2219,ganeshpur,up,ganeshpur,1351553
2220,ganeshpur,wb,ganeshpur,599274
2221,jangareddigudem,ap,jangareddigudem,266053
2222,rajupalem,ap,rajupalem,598472
2223,rajupalem,ts,rajupalem,1349743
2224,sindhudurg,mh,sindhudurg,626740
2225,rayachoti,ap,rayachoti,664949
2226,telipara,as,telipara,1333493
2227,telipara,wb,telipara,961978
2228,daund,hp,daund,1337424
2229,daund,mh,daund,256313
2230,parappur,kl,parappur,741010
2231,venkatanagaram,ap,venkatanagaram,967069
2232,ghoshpur,wb,ghoshpur,599598
2233,avarankadu,tn,avarankadu,867777
2234,viswanathapuram,tn,viswanathapuram,967391
2235,dindarpur,dl,dindarpur,891518
2236,mandiya,rj,mandiya,928380
2237,vilankurichi,tn,vilankurichi,967249
2238,abbigere,ka,abbigere,863098
2239,agasteeswaram,tn,agasteeswaram,664991
2240,ghazipur,br,ghazipur,1334083
2241,ghazipur,dl,ghazipur,1336506
2242,ghazipur,pb,ghazipur,1346848
2243,ghazipur,up,ghazipur,63842
2244,dangarvada,gj,dangarvada,887452
2245,vadod,gj,vadod,966168
2246,kurla west,mh,kurla west,921730
2247,kistaram,cg,kistaram,917810
2248,kistaram,ts,kistaram,1349543
2249,pulivendla,ap,pulivendla,945477
2250,madanpura,br,madanpura,1334531
2251,madanpura,mp,madanpura,1344692
2252,madanpura,rj,madanpura,925266
2253,madanpura,up,madanpura,1352801
2254,haldwani,uk,haldwani,44106
2255,basantapur,od,basantapur,873393
2256,basantapur,up,basantapur,1350569
2257,basantapur,wb,basantapur,1355532
2258,madna,br,madna,1334536
2259,madna,mh,madna,1341973
2260,madna,mp,madna,1344700
2261,madna,up,madna,1352829
2262,madna,wb,madna,925594
2263,gurrampalem,ap,gurrampalem,596076
2264,gollapalle,ap,gollapalle,897694
2265,kovilancheri,tn,kovilancheri,920004
2266,bargarh,jh,bargarh,1339535
2267,bargarh,od,bargarh,148943
2268,bargarh,up,bargarh,1350505
2269,baluahi,br,baluahi,870571
2270,allipuram,ap,allipuram,864794
2271,allipuram,ts,allipuram,1349326
2272,rajpur,br,rajpur,1334859
2273,rajpur,cg,rajpur,1336260
2274,rajpur,gj,rajpur,1336949
2275,rajpur,hp,rajpur,740563
2276,rajpur,hr,rajpur,1339222
2277,rajpur,jh,rajpur,1340187
2278,rajpur,jk,rajpur,1340643
2279,rajpur,mh,rajpur,1342224
2280,rajpur,mp,rajpur,726395
2281,rajpur,od,rajpur,1346441
2282,rajpur,pb,rajpur,1347254
2283,rajpur,rj,rajpur,1348973
2284,rajpur,uk,rajpur,1355313
2285,rajpur,up,rajpur,1353757
2286,rajpur,wb,rajpur,1355850
2287,pirangut,mh,pirangut,148824
2288,dehu,mh,dehu,741691
2289,birpur,br,birpur,726109
2290,birpur,jk,birpur,1340388
2291,birpur,mp,birpur,1343158
2292,birpur,uk,birpur,1354727
2293,birpur,up,birpur,1350946
2294,birpur,wb,birpur,1355568
2295,amlidih,cg,amlidih,596556
2296,chakan,mh,chakan,148732
2297,nanded,mh,nanded,14689
2298,goalpara,as,goalpara,148255
2299,goalpara,br,goalpara,1334092
2300,goalpara,wb,goalpara,1355636
2301,manpur,an,manpur,1333066
2302,manpur,br,manpur,1334599
2303,manpur,cg,manpur,1336059
2304,manpur,gj,manpur,1336867
2305,manpur,jh,manpur,1340041
2306,manpur,mh,manpur,1342020
2307,manpur,mp,manpur,256296
2308,manpur,od,manpur,1346357
2309,manpur,pb,manpur,1347125
2310,manpur,rj,manpur,1348706
2311,manpur,uk,manpur,1355167
2312,manpur,up,manpur,1353018
2313,agraharapulaveri,tn,agraharapulaveri,863703
2314,putteri,ap,putteri,946196
2315,taliparamba,kl,taliparamba,726297
2316,chromepet,tn,chromepet,149117
2317,medchal,ts,medchal,148186
2318,kangra,hp,kangra,148495
2319,kangra,pb,kangra,1346970
2320,shilaj,gj,shilaj,664958
2321,rajajinagar,tn,rajajinagar,946897
2322,govindpura,hr,govindpura,1338764
2323,govindpura,mp,govindpura,1343769
2324,govindpura,rj,govindpura,898462
2325,muralinagar,ap,muralinagar,933427
2326,madhavaram,ap,madhavaram,925433
2327,madhavaram,tn,madhavaram,1349921
2328,madhavaram,ts,madhavaram,1349597
2329,jamui,br,jamui,148285
2330,jamui,jh,jamui,1339841
2331,jamui,mp,jamui,1343962
2332,jamui,up,jamui,1351984
2333,lohara,br,lohara,1334524
2334,lohara,cg,lohara,1335999
2335,lohara,hp,lohara,1337886
2336,lohara,hr,lohara,1339017
2337,lohara,jk,lohara,1340555
2338,lohara,mh,lohara,924511
2339,lohara,mp,lohara,1344668
2340,lohara,pb,lohara,1347066
2341,lohara,rj,lohara,1348605
2342,lohara,up,lohara,1352775
2343,nagaur,mp,nagaur,1344981
2344,nagaur,rj,nagaur,149076
2345,nagaur,uk,nagaur,1355203
2346,nagaur,up,nagaur,1353222
2347,bibipur,br,bibipur,1333801
2348,bibipur,hr,bibipur,1338583
2349,bibipur,pb,bibipur,1346718
2350,bibipur,rj,bibipur,1347798
2351,bibipur,up,bibipur,878409
2352,tiswadi,ga,tiswadi,664954
2353,shahpur,br,shahpur,1334985
2354,shahpur,gj,shahpur,741265
2355,shahpur,hp,shahpur,740983
2356,shahpur,hr,shahpur,1339319
2357,shahpur,jh,shahpur,1340267
2358,shahpur,jk,shahpur,1340680
2359,shahpur,ka,shahpur,1341073
2360,shahpur,mh,shahpur,1342327
2361,shahpur,mp,shahpur,726401
2362,shahpur,pb,shahpur,1347351
2363,shahpur,rj,shahpur,1349135
2364,shahpur,uk,shahpur,1355384
2365,shahpur,up,shahpur,1354127
2366,guruvayur,kl,guruvayur,148663
2367,bhakhera,rj,bhakhera,875815
2368,vip nagar,wb,vip nagar,604820
2369,chandrapuram,tn,chandrapuram,882851
2370,kaliganj,br,kaliganj,909194
2371,kaliganj,up,kaliganj,1352140
2372,kaliganj,wb,kaliganj,1355695
2373,royapettah,tn,royapettah,149197
2374,santoshpur,uk,santoshpur,1355364
2375,santoshpur,wb,santoshpur,726661
2376,kakkivadanpatti,tn,kakkivadanpatti,908644
2377,shahganj,br,shahganj,1334983
2378,shahganj,mp,shahganj,1345642
2379,shahganj,up,shahganj,955214
2380,garia garden,wb,garia garden,599399
2381,nawada,br,nawada,626753
2382,nawada,jh,nawada,1340089
2383,nawada,mp,nawada,1345065
2384,nawada,uk,nawada,1355231
2385,nawada,up,nawada,1353336
2386,nawada,wb,nawada,1355803
2387,bawana,dl,bawana,148330
2388,bawana,hr,bawana,1338535
2389,bawana,up,bawana,1350619
2390,tilpat,hr,tilpat,963365
2391,railapur,ts,railapur,946706
2392,alandur,tn,alandur,63946
2393,kamatampalle,ap,kamatampalle,909868
2394,renigunta,ap,renigunta,148217
2395,janki nagar,up,janki nagar,905192
2396,sadar bazar,mh,sadar bazar,1342267
2397,sadar bazar,up,sadar bazar,950411
2398,ghola,up,ghola,896580
2399,ghola,wb,ghola,1355634
2400,pandharpur,mh,pandharpur,148812
2401,firozpur,br,firozpur,1334048
2402,firozpur,mp,firozpur,1343621
2403,firozpur,pb,firozpur,726438
2404,firozpur,rj,firozpur,1348081
2405,firozpur,up,firozpur,1351518
2406,suri,hp,suri,1338313
2407,suri,mp,suri,1345810
2408,suri,od,suri,1346518
2409,suri,uk,suri,1355426
2410,suri,wb,suri,149438
2411,jalalabad,br,jalalabad,1334202
2412,jalalabad,mh,jalalabad,1341688
2413,jalalabad,pb,jalalabad,149000
2414,jalalabad,up,jalalabad,1351960
2415,jitarpur,wb,jitarpur,906859
2416,cherlopalle,ap,cherlopalle,883988
2417,kalindi housing estate,wb,kalindi housing estate,600977
2418,lakshmapur,ts,lakshmapur,923142
2419,virugambakkam,tn,virugambakkam,149231
2420,kothapet,ts,kothapet,148174
2421,nutangram,wb,nutangram,938397
2422,vennur,kl,vennur,967118
2423,chityala,ap,chityala,1333118
2424,chityala,ts,chityala,885784
2425,gopal chak,br,gopal chak,1334101
2426,gopal chak,up,gopal chak,1351679
2427,gopal chak,wb,gopal chak,897914
2428,tandur,ts,tandur,726517
2429,pallavaram,tn,pallavaram,63948
2430,chunja,hp,chunja,886237
2431,vijayapura,ka,vijayapura,745720
2432,vijayapura,rj,vijayapura,967214
2433,babupur,br,babupur,1333572
2434,babupur,hr,babupur,1338431
2435,babupur,jh,babupur,605833
2436,babupur,mp,babupur,1342629
2437,babupur,up,babupur,1350220
2438,dalan,br,dalan,886995
2439,dalan,hp,dalan,1337403
2440,dalan,jk,dalan,1340409
2441,mannivakkam,tn,mannivakkam,929093
2442,ranipur,br,ranipur,1334887
2443,ranipur,hr,ranipur,1339238
2444,ranipur,jh,ranipur,1340199
2445,ranipur,mh,ranipur,1342244
2446,ranipur,mp,ranipur,1345411
2447,ranipur,od,ranipur,948348
2448,ranipur,pb,ranipur,1347268
2449,ranipur,uk,ranipur,1355324
2450,ranipur,up,ranipur,1353815
2451,ranipur,wb,ranipur,1355856
2452,salua,wb,salua,951840
2453,chamla,gj,chamla,882336
2454,aklimpur,hr,aklimpur,864325
2455,surai,hp,surai,1338310
2456,surai,mh,surai,1342385
2457,surai,mp,surai,1345803
2458,surai,tn,surai,959865
2459,surai,uk,surai,1355424
2460,surai,up,surai,1354332
2461,bardoli,gj,bardoli,148394
2462,mukundapur,wb,mukundapur,932904
2463,bengal enamel,wb,bengal enamel,596236
2464,chamaon,up,chamaon,882224
2465,manuguru,ts,manuguru,726506
2466,nadiad,gj,nadiad,63986
2467,phursungi,mh,phursungi,943798
2468,kendrapara,od,kendrapara,148959
2469,wanjarwadi,mh,wanjarwadi,967629
2470,barmer,rj,barmer,149041
2471,ballia,br,ballia,607341
2472,ballia,up,ballia,149251
2473,bongaigaon,as,bongaigaon,148248
2474,anora,mh,anora,866254
2475,anora,up,anora,1350136
2476,radhakantapur,wb,radhakantapur,946337
2477,nagziri,mh,nagziri,934958
2478,tentulia,od,tentulia,962188
2479,tentulia,wb,tentulia,1355921
2480,raja bazar,as,raja bazar,1333476
2481,raja bazar,up,raja bazar,946836
2482,bagiamau,up,bagiamau,868909
2483,kharaura,up,kharaura,915645
2484,tarapur,br,tarapur,1335105
2485,tarapur,cg,tarapur,1336445
2486,tarapur,gj,tarapur,1337044
2487,tarapur,hp,tarapur,1338333
2488,tarapur,jh,tarapur,1340322
2489,tarapur,jk,tarapur,1340694
2490,tarapur,ka,tarapur,1341104
2491,tarapur,mh,tarapur,148855
2492,tarapur,mp,tarapur,1345857
2493,tarapur,od,tarapur,1346524
2494,tarapur,pb,tarapur,1347405
2495,tarapur,up,tarapur,1354381
2496,tarapur,wb,tarapur,604623
2497,siddapur,ka,siddapur,148637
2498,siddapur,ts,siddapur,1349792
2499,vemulakota,ap,vemulakota,966990
2500,maidan garhi,dl,maidan garhi,926597
2501,nagla chhinga,up,nagla chhinga,934481
2502,umedpura,gj,umedpura,965376
2503,mandapadu,ap,mandapadu,928250
2504,maduravoyal,tn,maduravoyal,925653
2505,pocharam,ts,pocharam,944759
2506,malayambakkam,tn,malayambakkam,927363
2507,mallikpur,wb,mallikpur,927737
2508,ayyawarpalli,ts,ayyawarpalli,867913
2509,bommanakatte,ka,bommanakatte,880223
2510,nellithoppe,py,nellithoppe,586290
2511,ambli,gj,ambli,664955
2512,ambli,hr,ambli,1338402
2513,seelampur,dl,seelampur,954434
2514,bironda,up,bironda,879497
2515,bahadurgarh,hr,bahadurgarh,148514
2516,bahadurgarh,pb,bahadurgarh,1346601
2517,bahadurgarh,up,bahadurgarh,1350276
2518,hanumanpura,gj,hanumanpura,1336709
2519,hanumanpura,mp,hanumanpura,1343822
2520,hanumanpura,rj,hanumanpura,900371
2521,hanumanpura,up,hanumanpura,1351765
2522,gokulpur,br,gokulpur,1334099
2523,gokulpur,cg,gokulpur,1335625
2524,gokulpur,jh,gokulpur,1339776
2525,gokulpur,rj,gokulpur,1348140
2526,gokulpur,up,gokulpur,897591
2527,gokulpur,wb,gokulpur,1355645
2528,semmandalam,tn,semmandalam,954700
2529,tiruvottiyur,tn,tiruvottiyur,63943
2530,kamda hari,wb,kamda hari,909923
2531,paikpara,br,paikpara,1334749
2532,paikpara,cg,paikpara,1336157
2533,paikpara,jh,paikpara,939440
2534,paikpara,wb,paikpara,1355812
2535,abhirampur,wb,abhirampur,863165
2536,balagudaba,ap,balagudaba,870024
2537,tehare,mh,tehare,961814
2538,sonipat,hr,sonipat,62773
2539,samalkha,dl,samalkha,148340
2540,samalkha,hr,samalkha,148551
2541,ambapur,gj,ambapur,1336546
2542,ambapur,mh,ambapur,865159
2543,shivaji nagar,br,shivaji nagar,1334997
2544,shivaji nagar,mh,shivaji nagar,726354
2545,saharsa,br,saharsa,256311
2546,malewadi,mh,malewadi,927433
2547,kohima,nl,kohima,61067
2548,pahar ganj,dl,pahar ganj,743587
2549,melapuram,ap,melapuram,930916
2550,perambalur,tn,perambalur,149181
2551,ayyanapalem,ap,ayyanapalem,867887
2552,aruppukkottai,tn,aruppukkottai,738154
2553,khoka bhilai,cg,khoka bhilai,599070
2554,pratapgarh,mp,pratapgarh,1345318
2555,pratapgarh,rj,pratapgarh,726478
2556,pratapgarh,up,pratapgarh,149321
2557,baripada,gj,baripada,1336575
2558,baripada,od,baripada,63776
2559,ramapuram,ap,ramapuram,1333299
2560,ramapuram,kl,ramapuram,738047
2561,ramapuram,tn,ramapuram,1349963
2562,ramapuram,ts,ramapuram,148214
2563,tiruchengodu,tn,tiruchengodu,149214
2564,madhopur,br,madhopur,1334533
2565,madhopur,cg,madhopur,1336011
2566,madhopur,jh,madhopur,925475
2567,madhopur,mp,madhopur,1344696
2568,madhopur,pb,madhopur,1347074
2569,madhopur,rj,madhopur,1348616
2570,madhopur,up,madhopur,1352819
2571,munirabad,ka,munirabad,738941
2572,munirabad,ts,munirabad,1349664
2573,morikkara,kl,morikkara,932286
2574,kadipur,br,kadipur,1334249
2575,kadipur,dl,kadipur,1336511
2576,kadipur,up,kadipur,1352105
2577,kadipur,wb,kadipur,907980
2578,bhikhapur,up,bhikhapur,877352
2579,uttarpara,up,uttarpara,1354543
2580,uttarpara,wb,uttarpara,149441
2581,borpada,mh,borpada,880506
2582,settikarai,tn,settikarai,955073
2583,deoghar,jh,deoghar,626766
2584,deoghar,od,deoghar,1346130
2585,saykheda,mh,saykheda,954416
2586,chapra,br,chapra,63797
2587,chapra,hr,chapra,1338621
2588,chapra,jh,chapra,1339655
2589,chapra,mp,chapra,148901
2590,chapra,pb,chapra,1346748
2591,chapra,rj,chapra,1347877
2592,chapra,up,chapra,590702
2593,chapra,wb,chapra,149372
2594,keshabpur,wb,keshabpur,601531
2595,gopipur,br,gopipur,898035
2596,gopipur,jh,gopipur,1339782
2597,gopipur,mp,gopipur,1343745
2598,gopipur,pb,gopipur,1346859
2599,gopipur,rj,gopipur,1348149
2600,gopipur,up,gopipur,1351689
2601,perumanallur,tn,perumanallur,149184
2602,kotharia,gj,kotharia,1336811
2603,kotharia,rj,kotharia,919705
2604,katha,br,katha,913110
2605,katha,hp,katha,1337733
2606,katha,mp,katha,1344277
2607,katha,up,katha,1352320
2608,bataspur,br,bataspur,1333715
2609,bataspur,up,bataspur,1350605
2610,bataspur,wb,bataspur,595870
2611,amreli,gj,amreli,148389
2612,bhosarigoan,mh,bhosarigoan,626378
2613,joykrishnapur,wb,joykrishnapur,600732
2614,kheda,gj,kheda,148431
2615,kheda,mp,kheda,1344409
2616,kheda,up,kheda,1352471
2617,aggondapalli,tn,aggondapalli,863658
2618,narela,dl,narela,148339
2619,narela,mp,narela,1345036
2620,godhra,gj,godhra,63987
2621,godhra,hp,godhra,1337551
2622,kapsi,cg,kapsi,1335798
2623,kapsi,mh,kapsi,1341772
2624,kapsi,mp,kapsi,1344194
2625,kapsi,od,kapsi,911372
2626,ipurupalem,ap,ipurupalem,903169
2627,barpeta,as,barpeta,148247
2628,palayur,kl,palayur,1341155
2629,palayur,tn,palayur,939897
2630,bhogapuram,ap,bhogapuram,148141
2631,rasulgarh,od,rasulgarh,948633
2632,orai,up,orai,149318
2633,moti bagh,dl,moti bagh,741257
2634,victoriaganj,up,victoriaganj,967194
2635,kalapani,mh,kalapani,1341726
2636,kalapani,mp,kalapani,1344118
2637,kalapani,od,kalapani,908942
2638,amratala,wb,amratala,592631
2639,dharampura,br,dharampura,890138
2640,dharampura,cg,dharampura,1335537
2641,dharampura,hr,dharampura,1338693
2642,dharampura,mp,dharampura,1343508
2643,dharampura,pb,dharampura,1346808
2644,dharampura,rj,dharampura,1348020
2645,dharampura,up,dharampura,1351369
2646,natholi,pb,natholi,936625
2647,pudur,ap,pudur,1333284
2648,pudur,kl,pudur,1341163
2649,pudur,tn,pudur,149191
2650,pudur,ts,pudur,1349726
2651,deori,br,deori,1333969
2652,deori,cg,deori,1335512
2653,deori,hp,deori,603487
2654,deori,jh,deori,1339704
2655,deori,mh,deori,741696
2656,deori,mp,deori,1343442
2657,deori,rj,deori,1347971
2658,deori,uk,deori,1354798
2659,deori,up,deori,1351304
2660,sadipur,br,sadipur,950518
2661,sadipur,up,sadipur,1353906
2662,sadipur,wb,sadipur,1355868
2663,nanmangalam,tn,nanmangalam,935910
2664,tollygunge,wb,tollygunge,149440
2665,sirsi,br,sirsi,1335040
2666,sirsi,cg,sirsi,1336406
2667,sirsi,hr,sirsi,1339348
2668,sirsi,jh,sirsi,1340291
2669,sirsi,ka,sirsi,726254
2670,sirsi,mh,sirsi,726356
2671,sirsi,mp,sirsi,1345729
2672,sirsi,rj,sirsi,1349170
2673,sirsi,up,sirsi,1354230
2674,gollapudi,ap,gollapudi,661390
2675,gollapudi,ts,gollapudi,1349447
2676,tallavalasa,ap,tallavalasa,960811
2677,kaya,cg,kaya,1335840
2678,kaya,wb,kaya,913775
2679,lakshmipur,br,lakshmipur,1334508
2680,lakshmipur,jh,lakshmipur,1339986
2681,lakshmipur,od,lakshmipur,923166
2682,lakshmipur,ts,lakshmipur,1349580
2683,lakshmipur,up,lakshmipur,1352726
2684,lakshmipur,wb,lakshmipur,1355752
2685,khidirpur,up,khidirpur,1352480
2686,khidirpur,wb,khidirpur,916517
2687,hirapur,br,hirapur,1334167
2688,hirapur,cg,hirapur,1335670
2689,hirapur,gj,hirapur,1336718
2690,hirapur,hr,hirapur,1338798
2691,hirapur,jh,hirapur,901998
2692,hirapur,ka,hirapur,1340845
2693,hirapur,mh,hirapur,1341650
2694,hirapur,mp,hirapur,1343872
2695,hirapur,od,hirapur,1346194
2696,hirapur,rj,hirapur,1348218
2697,hirapur,tr,hirapur,1349981
2698,hirapur,up,hirapur,1351845
2699,ichapur,jh,ichapur,1339818
2700,ichapur,wb,ichapur,149395
2701,bhimrad,gj,bhimrad,877495
2702,puliyur,tn,puliyur,149192
2703,malkapur,ka,malkapur,1340964
2704,malkapur,mh,malkapur,726331
2705,malkapur,mp,malkapur,1344777
2706,malkapur,ts,malkapur,1349614
2707,malkapur,up,malkapur,1352946
2708,rishra,wb,rishra,63886
2709,hajipur,br,hajipur,148283
2710,hajipur,hr,hajipur,1338779
2711,hajipur,jh,hajipur,1339794
2712,hajipur,mp,hajipur,1343802
2713,hajipur,od,hajipur,1346187
2714,hajipur,pb,hajipur,1346873
2715,hajipur,rj,hajipur,1348188
2716,hajipur,ts,hajipur,1349475
2717,hajipur,up,hajipur,1351748
2718,hajipur,wb,hajipur,1355657
2719,somapura,ka,somapura,958284
2720,boganapalli,tn,boganapalli,880054
2721,vengavasal,tn,vengavasal,726573
2722,tuni,ap,tuni,148232
2723,guwardi,rj,guwardi,899635
2724,bhokara,mh,bhokara,877767
2725,shyamnagar,br,shyamnagar,1335004
2726,shyamnagar,mp,shyamnagar,1345668
2727,shyamnagar,rj,shyamnagar,1349149
2728,shyamnagar,up,shyamnagar,1354165
2729,shyamnagar,wb,shyamnagar,256359
2730,mopka,cg,mopka,932178
2731,kattuvalasu,tn,kattuvalasu,913517
2732,baramati,mh,baramati,148723
2733,herohalli,ka,herohalli,901712
2734,bakharpur,up,bakharpur,1350337
2735,bakharpur,wb,bakharpur,594342
2736,sirsa,br,sirsa,1335039
2737,sirsa,cg,sirsa,1336404
2738,sirsa,hr,sirsa,64006
2739,sirsa,jh,sirsa,1340290
2740,sirsa,mp,sirsa,1345728
2741,sirsa,ts,sirsa,1349799
2742,sirsa,uk,sirsa,1355410
2743,sirsa,up,sirsa,1354225
2744,sirsa,wb,sirsa,1355905
2745,nallapadu,ap,nallapadu,935416
2746,sirohi,mp,sirohi,1345724
2747,sirohi,rj,sirohi,149093
2748,sirohi,up,sirohi,1354222
2749,bagda,jh,bagda,868674
2750,bagda,mp,bagda,1342665
2751,bagda,rj,bagda,1347575
2752,bagda,up,bagda,1350246
2753,bagda,wb,bagda,1355495
2754,jambhul,mh,jambhul,904602
2755,khajuri,br,khajuri,595212
2756,khajuri,cg,khajuri,1335866
2757,khajuri,gj,khajuri,1336780
2758,khajuri,hr,khajuri,1338914
2759,khajuri,jh,khajuri,1339921
2760,khajuri,ka,khajuri,1340902
2761,khajuri,mp,khajuri,1344337
2762,khajuri,rj,khajuri,1348445
2763,khajuri,up,khajuri,1352395
2764,khajuri,wb,khajuri,1355725
2765,nandanpura,br,nandanpura,935628
2766,nandanpura,up,nandanpura,1353265
2767,satna,hp,satna,1338259
2768,satna,mp,satna,63860
2769,palasa,ap,palasa,148203
2770,rampara,gj,rampara,1336951
2771,rampara,wb,rampara,947779
2772,banswara,rj,banswara,149038
2773,itanagar,ar,itanagar,1804
2774,simulia,od,simulia,1346491
2775,simulia,wb,simulia,604284
2776,khand,mp,khand,1344359
2777,khand,uk,khand,915218
2778,kheri khurd,hr,kheri khurd,1338947
2779,kheri khurd,rj,kheri khurd,916367
2780,dohak,pb,dohak,1346822
2781,dohak,up,dohak,891834
2782,kumarigudem,ts,kumarigudem,920836
2783,bellampalli,tn,bellampalli,1349874
2784,bellampalli,ts,bellampalli,726497
2785,haripura,gj,haripura,1336712
2786,haripura,ka,haripura,900780
2787,haripura,mp,haripura,1343833
2788,haripura,pb,haripura,1346883
2789,haripura,rj,haripura,1348197
2790,haripura,uk,haripura,1354918
2791,haripura,up,haripura,1351794
2792,sonari,as,sonari,741601
2793,sonari,br,sonari,1335060
2794,sonari,jh,sonari,607331
2795,sonari,mh,sonari,1342363
2796,sonari,mp,sonari,1345748
2797,sonari,rj,sonari,1349181
2798,sonari,ts,sonari,1349809
2799,sonari,up,sonari,1354265
2800,new town,wb,new town,603027
2801,sodawas,rj,sodawas,958035
2802,baganpara,wb,baganpara,868623
2803,motipura,gj,motipura,1336887
2804,motipura,hr,motipura,1339105
2805,motipura,mp,motipura,1344938
2806,motipura,rj,motipura,1348758
2807,motipura,up,motipura,932456
2808,mahad,mh,mahad,148787
2809,mahad,rj,mahad,1348623
2810,makhupur,up,makhupur,927072
2811,nadwa,br,nadwa,934107
2812,nadwa,up,nadwa,1353212
2813,anandapur,as,anandapur,1333387
2814,anandapur,od,anandapur,582895
2815,anandapur,tr,anandapur,587954
2816,anandapur,wb,anandapur,592773
2817,ramachandrapalem,ap,ramachandrapalem,947405
2818,bhadrak,od,bhadrak,148945
2819,bhadrak,up,bhadrak,1350692
2820,amroha,up,amroha,63815
2821,gagi,jh,gagi,1339740
2822,gagi,wb,gagi,894172
2823,a o bhilai,cg,a o bhilai,596103
2824,naganhalli,ka,naganhalli,934186
2825,bhalgam,gj,bhalgam,601786
2826,gadchiroli,mh,gadchiroli,266037
2827,church square,ap,church square,595380
2828,nandgaon,br,nandgaon,1334670
2829,nandgaon,cg,nandgaon,1336114
2830,nandgaon,hr,nandgaon,1339135
2831,nandgaon,mh,nandgaon,741033
2832,nandgaon,mp,nandgaon,1345017
2833,nandgaon,rj,nandgaon,1348795
2834,nandgaon,up,nandgaon,1353267
2835,sangrur,pb,sangrur,44155
2836,karaikal,py,karaikal,63957
2837,dadsia,hr,dadsia,886624
2838,vikarabad,ts,vikarabad,148239
2839,raypur,gj,raypur,949136
2840,raypur,mp,raypur,1345442
2841,raypur,wb,raypur,1355863
2842,palpara,wb,palpara,603245
2843,sahota,pb,sahota,950905
2844,manoharpur,br,manoharpur,1334597
2845,manoharpur,cg,manoharpur,1336058
2846,manoharpur,hr,manoharpur,1339066
2847,manoharpur,jh,manoharpur,1340040
2848,manoharpur,mh,manoharpur,1342017
2849,manoharpur,mp,manoharpur,1344829
2850,manoharpur,od,manoharpur,929114
2851,manoharpur,pb,manoharpur,1347124
2852,manoharpur,rj,manoharpur,1348703
2853,manoharpur,uk,manoharpur,1355165
2854,manoharpur,up,manoharpur,1353016
2855,manoharpur,wb,manoharpur,1355781
2856,chirravuru,ap,chirravuru,885578
2857,timmapur,cg,timmapur,1336472
2858,timmapur,ka,timmapur,963439
2859,timmapur,ts,timmapur,1349833
2860,mal para,wb,mal para,927194
2861,cable township,jh,cable township,606675
2862,enkepalle,ts,enkepalle,893470
2863,arthamuru,ap,arthamuru,594124
2864,rohru,hp,rohru,148510
2865,madhir,pb,madhir,925450
2866,laskar pur,wb,laskar pur,602152
2867,baruipara,wb,baruipara,873222
2868,kodur rs,ap,kodur rs,664944
2869,sarai,ap,sarai,1333321
2870,sarai,br,sarai,1334951
2871,sarai,hp,sarai,1338240
2872,sarai,hr,sarai,1339299
2873,sarai,mh,sarai,1342303
2874,sarai,mp,sarai,148930
2875,sarai,pb,sarai,1347328
2876,sarai,rj,sarai,1349081
2877,sarai,uk,sarai,1355365
2878,sarai,up,sarai,1354020
2879,sarai,wb,sarai,1355880
2880,wadgaon,ka,wadgaon,1341125
2881,wadgaon,mh,wadgaon,743528
2882,wadgaon,ts,wadgaon,1349856
2883,bhuwar,up,bhuwar,878371
2884,timarpur,dl,timarpur,1336526
2885,timarpur,up,timarpur,963407
2886,hindupur,ap,hindupur,63942
2887,hindupur,pb,hindupur,1346895
2888,hindupur,ts,hindupur,1349484
2889,hindupur,up,hindupur,1351842
2890,gola gokaran nath,up,gola gokaran nath,590859
2891,faridkot,pb,faridkot,148992
2892,dholpur,cg,dholpur,1335552
2893,dholpur,hp,dholpur,1337485
2894,dholpur,mp,dholpur,1343530
2895,dholpur,od,dholpur,1346149
