,city,REGION,CITY-NAME,CITY-CODE
0,hyderabad,ts,hyderabad,14361
1,bangalore,ka,bangalore,11115
2,mumbai,mh,mumbai,34785
3,pune,mh,pune,7387
4,chennai,tn,chennai,19586
5,delhi,dl,delhi,10358
6,delhi,mp,delhi,738066
7,patna,br,patna,14696
8,patna,cg,patna,1336207
9,patna,hp,patna,1338110
10,patna,jh,patna,726217
11,patna,ka,patna,726248
12,patna,mp,patna,1345254
13,patna,od,patna,1346417
14,patna,rj,patna,1348925
15,patna,uk,patna,1355282
16,patna,up,patna,149320
17,patna,wb,patna,1355828
18,lucknow,up,lucknow,14382
19,ahmedabad,gj,ahmedabad,148387
20,ahmedabad,up,ahmedabad,1350029
21,coimbatore,tn,coimbatore,14530
22,calcutta,wb,calcutta,10326
23,jaipur,ar,jaipur,1333371
24,jaipur,as,jaipur,1333436
25,jaipur,br,jaipur,1334195
26,jaipur,hr,jaipur,1338818
27,jaipur,jh,jaipur,1339833
28,jaipur,mh,jaipur,1341683
29,jaipur,od,jaipur,1346206
30,jaipur,pb,jaipur,1346913
31,jaipur,rj,jaipur,39767
32,jaipur,ts,jaipur,1349499
33,jaipur,uk,jaipur,1354943
34,jaipur,up,jaipur,1351940
35,madurai,tn,madurai,14387
36,indore,mp,indore,43815
37,bhopal,mp,bhopal,14392
38,kanpur,gj,kanpur,1336759
39,kanpur,hp,kanpur,1337699
40,kanpur,mp,kanpur,1344181
41,kanpur,od,kanpur,726420
42,kanpur,rj,kanpur,1348390
43,kanpur,up,kanpur,14385
44,kanpur,wb,kanpur,1355709
45,nagpur city,mh,nagpur city,14384
46,ernakulam,kl,ernakulam,62588
47,chakpanchuria,wb,chakpanchuria,597447
48,visakhapatnam,ap,visakhapatnam,39542
49,midnapore,wb,midnapore,149412
50,tiruvallur,tn,tiruvallur,149219
51,khurda,hr,khurda,1338961
52,khurda,mp,khurda,1344449
53,khurda,up,khurda,1352502
54,gurgaon,br,gurgaon,1334120
55,gurgaon,hr,gurgaon,16050
56,gurgaon,jh,gurgaon,1339789
57,gurgaon,up,gurgaon,1351735
58,kanchipuram,ap,kanchipuram,1333176
59,kanchipuram,tn,kanchipuram,63950
60,darjeeling,wb,darjeeling,149377
61,thiruvananthapuram,kl,thiruvananthapuram,20019
62,kolhapur,mh,kolhapur,14693
63,calicut,an,calicut,661064
64,calicut,kl,calicut,148654
65,ludhiana,pb,ludhiana,14531
66,allahabad,gj,allahabad,1336541
67,allahabad,hr,allahabad,1338398
68,allahabad,up,allahabad,14363
69,nashik,mh,nashik,48471
70,malappuram,kl,malappuram,62593
71,bhagawatipara,as,bhagawatipara,602500
72,chandigarh,ch,chandigarh,14381
73,tiruchirappalli,tn,tiruchirappalli,149215
74,surat,gj,surat,14394
75,surat,up,surat,1354337
76,krishnanagar,ap,krishnanagar,1333206
77,krishnanagar,cg,krishnanagar,1335951
78,krishnanagar,gj,krishnanagar,1336815
79,krishnanagar,ka,krishnanagar,1340928
80,krishnanagar,tr,krishnanagar,1349983
81,krishnanagar,up,krishnanagar,1352589
82,krishnanagar,wb,krishnanagar,63873
83,thane,mh,thane,63905
84,guntur,ap,guntur,63933
85,guntur,mh,guntur,1341617
86,kalyan city,mh,kalyan city,45106
87,guwahati,as,guwahati,14523
88,nuni,wb,nuni,938338
89,secunderabad,ts,secunderabad,63921
90,thrissur,kl,thrissur,148703
91,salem,ga,salem,1336533
92,salem,tn,salem,44587
93,anantapur,ap,anantapur,148132
94,anantapur,ka,anantapur,1340727
95,anantapur,od,anantapur,582933
96,anantapur,ts,anantapur,726494
97,anantapur,up,anantapur,1350123
98,anantapur,wb,anantapur,1355485
99,ghaziabad,up,ghaziabad,39922
100,haridwar,uk,haridwar,41469
101,faridabad city,hr,faridabad city,14364
102,howrah,wb,howrah,149394
103,tirunelveli,tn,tirunelveli,44750
104,warangal,ts,warangal,14520
105,karimnagar,ts,karimnagar,63920
106,karimnagar,up,karimnagar,1352251
107,karimnagar,wb,karimnagar,1355715
108,dehradun,uk,dehradun,14380
109,vellore,tn,vellore,14698
110,chittoor,ap,chittoor,48261
111,morbi,gj,morbi,248365
112,vadodara,gj,vadodara,14521
113,jodhpur,br,jodhpur,1334231
114,jodhpur,gj,jodhpur,1336743
115,jodhpur,hp,jodhpur,1337635
116,jodhpur,hr,jodhpur,1338855
117,jodhpur,jk,jodhpur,1340486
118,jodhpur,mp,jodhpur,1344047
119,jodhpur,od,jodhpur,1346225
120,jodhpur,pb,jodhpur,1346934
121,jodhpur,rj,jodhpur,48601
122,jodhpur,up,jodhpur,1352064
123,kottayam,kl,kottayam,14388
124,vijayawada,ap,vijayawada,14522
125,kannur,ka,kannur,1340886
126,kannur,kl,kannur,148670
127,kannur,tn,kannur,1349898
128,kannur,ts,kannur,1349523
129,gautam buddha nagar,up,gautam buddha nagar,265631
130,murshidabad,up,murshidabad,1353184
131,murshidabad,wb,murshidabad,149414
132,kullu,hp,kullu,626761
133,kullu,jh,kullu,1339960
134,kullu,mp,kullu,1344561
135,jalandhar city,pb,jalandhar city,48163
136,varanasi,up,varanasi,14527
137,shimla,hp,shimla,148511
138,shimla,rj,shimla,726485
139,shimla,up,shimla,1354153
140,faridpur durgapur,wb,faridpur durgapur,665008
141,hayatnagar,ts,hayatnagar,1349483
142,hayatnagar,up,hayatnagar,901518
143,navimumbai,mh,navimumbai,664977
144,hooghly,wb,hooghly,149393
145,palakkad,kl,palakkad,148691
146,alappuzha,kl,alappuzha,148651
147,jamshedpur,jh,jamshedpur,43193
148,jamshedpur,ts,jamshedpur,1349506
149,ambarnath,mh,ambarnath,726303
150,bandlaguda,ts,bandlaguda,871211
151,agra,br,agra,1333505
152,agra,jh,agra,1339426
153,agra,mh,agra,1341185
154,agra,mp,agra,1342495
155,agra,uk,agra,1354565
156,agra,up,agra,149238
157,imphal,mn,imphal,62568
158,barrackpore,wb,barrackpore,63884
159,manipur,br,manipur,1334591
160,manipur,hr,manipur,1339064
161,manipur,jh,manipur,1340039
162,manipur,ml,manipur,1342473
163,manipur,mp,manipur,1344824
164,manipur,od,manipur,928844
165,manipur,uk,manipur,1355162
166,manipur,up,manipur,1353002
167,manipur,wb,manipur,1355780
168,kollam,kl,kollam,62594
169,kollam,ts,kollam,1349545
170,nellore,ap,nellore,44438
171,kurnool,ap,kurnool,63936
172,kukatpally,ts,kukatpally,148179
173,solapur,jh,solapur,1340296
174,solapur,mh,solapur,14692
175,rajkot,gj,rajkot,44437
176,rajkot,rj,rajkot,1348969
177,rajkot,up,rajkot,1353753
178,shaikpet,ts,shaikpet,955307
179,erode,tn,erode,41467
180,dindigul,tn,dindigul,63965
181,raipur,as,raipur,1333475
182,raipur,br,raipur,1334851
183,raipur,cg,raipur,148324
184,raipur,gj,raipur,1336947
185,raipur,hp,raipur,1338132
186,raipur,hr,raipur,1339215
187,raipur,jk,raipur,1340642
188,raipur,mh,raipur,1342216
189,raipur,mp,raipur,726394
190,raipur,od,raipur,1346434
191,raipur,pb,raipur,1347248
192,raipur,rj,raipur,1348963
193,raipur,ts,raipur,1349735
194,raipur,uk,raipur,741074
195,raipur,up,raipur,726613
196,raipur,wb,raipur,1355845
197,belgaum,ka,belgaum,14534
198,panipat,hr,panipat,43814
199,aurangabad,ap,aurangabad,1333092
200,aurangabad,br,aurangabad,265648
201,aurangabad,hr,aurangabad,148513
202,aurangabad,mh,aurangabad,14383
203,aurangabad,ts,aurangabad,1349348
204,aurangabad,uk,aurangabad,1354590
205,aurangabad,up,aurangabad,1350198
206,aurangabad,wb,aurangabad,1355489
207,kamalpur,as,kamalpur,1333443
208,kamalpur,br,kamalpur,1334272
209,kamalpur,gj,kamalpur,1336754
210,kamalpur,hr,kamalpur,1338885
211,kamalpur,jh,kamalpur,1339877
212,kamalpur,mh,kamalpur,1341742
213,kamalpur,mp,kamalpur,1344142
214,kamalpur,od,kamalpur,1346238
215,kamalpur,pb,kamalpur,1346965
216,kamalpur,rj,kamalpur,1348361
217,kamalpur,tr,kamalpur,726578
218,kamalpur,up,kamalpur,1352160
219,kamalpur,wb,kamalpur,1355700
220,mysore,ka,mysore,14379
221,bindapur,hr,bindapur,879151
222,bhiwandi,mh,bhiwandi,62780
223,ongole,ap,ongole,63940
224,rampur,as,rampur,1333479
225,rampur,br,rampur,1334872
226,rampur,cg,rampur,1336271
227,rampur,gj,rampur,1336952
228,rampur,hp,rampur,740568
229,rampur,hr,rampur,1339228
230,rampur,jh,rampur,1340193
231,rampur,jk,rampur,1340649
232,rampur,ka,rampur,1341051
233,rampur,mh,rampur,1342237
234,rampur,mp,rampur,1345392
235,rampur,od,rampur,1346448
236,rampur,pb,rampur,1347261
237,rampur,rj,rampur,1348984
238,rampur,ts,rampur,1349760
239,rampur,uk,rampur,1355318
240,rampur,up,rampur,63827
241,rampur,wb,rampur,603722
242,khammam,ts,khammam,63924
243,thakarwal,pb,thakarwal,962381
244,bahadurpura,mp,bahadurpura,1342690
245,bahadurpura,rj,bahadurpura,1347595
246,bahadurpura,ts,bahadurpura,1349355
247,bahadurpura,up,bahadurpura,869092
248,gandhinagar,ap,gandhinagar,595822
249,gandhinagar,gj,gandhinagar,7996
250,gandhinagar,jk,gandhinagar,1340445
251,gandhinagar,ka,gandhinagar,1340808
252,gandhinagar,mh,gandhinagar,1341564
253,gandhinagar,mp,gandhinagar,1343654
254,gandhinagar,rj,gandhinagar,1348099
255,gandhinagar,ts,gandhinagar,1349434
256,gandhinagar,uk,gandhinagar,1354863
257,gandhinagar,up,gandhinagar,1351551
258,gandhinagar,wb,gandhinagar,599257
259,amritsar,pb,amritsar,14395
260,serilingampally,ts,serilingampally,739684
261,pathanamthitta,kl,pathanamthitta,148695
262,rajendranagar,gj,rajendranagar,947051
263,rajendranagar,od,rajendranagar,1346438
264,rajendranagar,ts,rajendranagar,1349741
265,chandanagar,ts,chandanagar,595071
266,rohtak,hr,rohtak,64005
267,mangalore,ka,mangalore,14291
268,yamunanagar,hr,yamunanagar,64008
269,yamunanagar,mh,yamunanagar,626399
270,saharanpur,pb,saharanpur,1347299
271,saharanpur,up,saharanpur,63811
272,miyapur,ka,miyapur,1341000
273,miyapur,ts,miyapur,597479
274,bareilly,up,bareilly,47871
275,new delhi,dl,new delhi,10238
276,alampur,ap,alampur,1333077
277,alampur,br,alampur,605304
278,alampur,gj,alampur,1336540
279,alampur,hr,alampur,1338391
280,alampur,mh,alampur,1341194
281,alampur,mp,alampur,1342519
282,alampur,pb,alampur,1346557
283,alampur,rj,alampur,1347482
284,alampur,ts,alampur,148128
285,alampur,up,alampur,1350062
286,alampur,wb,alampur,591946
287,vizianagaram,ap,vizianagaram,63927
288,gopalpur,br,gopalpur,1334103
289,gopalpur,cg,gopalpur,1335631
290,gopalpur,gj,gopalpur,1336695
291,gopalpur,hp,gopalpur,1337556
292,gopalpur,hr,gopalpur,1338759
293,gopalpur,jh,gopalpur,1339780
294,gopalpur,mh,gopalpur,1341600
295,gopalpur,mp,gopalpur,1343741
296,gopalpur,od,gopalpur,741733
297,gopalpur,pb,gopalpur,1346858
298,gopalpur,rj,gopalpur,1348147
299,gopalpur,ts,gopalpur,1349452
300,gopalpur,uk,gopalpur,1354893
301,gopalpur,up,gopalpur,1351684
302,gopalpur,wb,gopalpur,599764
303,idukki painavu,kl,idukki painavu,247421
304,palghar,mh,palghar,148808
305,dharwad,ka,dharwad,148575
306,abohar,pb,abohar,64009
307,udaipur,br,udaipur,1335147
308,udaipur,cg,udaipur,1336489
309,udaipur,hp,udaipur,1338373
310,udaipur,hr,udaipur,740988
311,udaipur,jh,udaipur,1340335
312,udaipur,mp,udaipur,1345943
313,udaipur,rj,udaipur,14524
314,udaipur,tr,udaipur,726582
315,udaipur,up,udaipur,1354497
316,andheri east,mh,andheri east,741686
317,harrawala,uk,harrawala,901029
318,karnal,hp,karnal,1337718
319,karnal,hr,karnal,45706
320,karnal,mh,karnal,1341790
321,panvel,mh,panvel,148814
322,pudukkottai,tn,pudukkottai,149190
323,gurdaspur,br,gurdaspur,1334118
324,gurdaspur,hp,gurdaspur,1337573
325,gurdaspur,pb,gurdaspur,148998
326,maheshpur,br,maheshpur,1334547
327,maheshpur,cg,maheshpur,1336017
328,maheshpur,hr,maheshpur,1339027
329,maheshpur,jh,maheshpur,926136
330,maheshpur,mp,maheshpur,1344718
331,maheshpur,pb,maheshpur,1347078
332,maheshpur,rj,maheshpur,1348634
333,maheshpur,up,maheshpur,1352861
334,maheshpur,wb,maheshpur,1355769
335,lakshminagar,ap,lakshminagar,923153
336,budhera zahidpur,up,budhera zahidpur,880830
337,sangli,cg,sangli,1336326
338,sangli,hp,sangli,1338228
339,sangli,mh,sangli,14694
340,nalgonda,ts,nalgonda,63923
341,jammu,ap,jammu,1333167
342,jammu,jk,jammu,44617
343,adilabad,ts,adilabad,48561
344,adilabad,up,adilabad,1350003
345,suraram,ts,suraram,959944
346,bhaskarnagar,ap,bhaskarnagar,594615
347,rajahmundry,ap,rajahmundry,48563
348,nizamabad,ts,nizamabad,63918
349,nizamabad,up,nizamabad,1353376
350,ajmer,pb,ajmer,1346552
351,ajmer,rj,ajmer,48446
352,ranchi,jh,ranchi,48603
353,bhilwara,rj,bhilwara,48447
354,srinagar,br,srinagar,1335070
355,srinagar,hr,srinagar,1339360
356,srinagar,jh,srinagar,1340302
357,srinagar,jk,srinagar,43833
358,srinagar,ka,srinagar,1341090
359,srinagar,rj,srinagar,1349187
360,srinagar,tn,srinagar,1349974
361,srinagar,uk,srinagar,265983
362,srinagar,up,srinagar,149340
363,srinagar,wb,srinagar,1355910
364,raigad,mh,raigad,626741
365,valsad,gj,valsad,14529
366,alwal,ts,alwal,594425
367,ahmednagar,mh,ahmednagar,148711
368,azimgarh,jh,azimgarh,867934
369,azimgarh,pb,azimgarh,1346575
370,daudpur,br,daudpur,1333949
371,daudpur,hr,daudpur,1338666
372,daudpur,mp,daudpur,1343418
373,daudpur,pb,daudpur,1346791
374,daudpur,rj,daudpur,1347957
375,daudpur,up,daudpur,888204
376,daudpur,wb,daudpur,1355600
377,anand,gj,anand,14526
378,aizawl,mz,aizawl,62562
379,deviwala,pb,deviwala,889123
380,dhapa,wb,dhapa,265973
381,bhavnagar,gj,bhavnagar,51274
382,jamsaut,br,jamsaut,904824
383,eluru,ap,eluru,148150
384,almasguda,ts,almasguda,864814
385,daskroi,gj,daskroi,664957
386,bediadanga,wb,bediadanga,596007
387,vaniyambadi,tn,vaniyambadi,63953
388,kota,ap,kota,1333198
389,kota,br,kota,1334445
390,kota,cg,kota,1335936
391,kota,hp,kota,1337830
392,kota,jh,kota,1339953
393,kota,ka,kota,1340925
394,kota,mp,kota,1344520
395,kota,od,kota,1346299
396,kota,rj,kota,14557
397,kota,uk,kota,1355066
398,kota,up,kota,1352567
399,andheri,gj,andheri,1336554
400,andheri,hp,andheri,602709
401,andheri,hr,andheri,1338411
402,andheri,mh,andheri,148717
403,andheri,pb,andheri,1346568
404,amravati,mh,amravati,63914
405,basudebpur,jh,basudebpur,1339555
406,basudebpur,od,basudebpur,738084
407,basudebpur,wb,basudebpur,595737
408,thoothukudi,tn,thoothukudi,149213
409,gopinathpur,br,gopinathpur,1334104
410,gopinathpur,jh,gopinathpur,1339781
411,gopinathpur,mp,gopinathpur,1343744
412,gopinathpur,od,gopinathpur,1346178
413,gopinathpur,up,gopinathpur,1351688
414,gopinathpur,wb,gopinathpur,599798
415,sitarampur,br,sitarampur,1335048
416,sitarampur,jh,sitarampur,1340294
417,sitarampur,od,sitarampur,1346501
418,sitarampur,ts,sitarampur,1349802
419,sitarampur,up,sitarampur,1354243
420,sitarampur,wb,sitarampur,149434
421,chinnachowk,ap,chinnachowk,885245
422,sahibabad,up,sahibabad,149328
423,cuttack,od,cuttack,62580
424,bhadravati,ka,bhadravati,148566
425,bhadravati,mh,bhadravati,1403124
426,kadadakatte,ka,kadadakatte,907771
427,thanjavur,tn,thanjavur,19997
428,akola,cg,akola,1335178
429,akola,mh,akola,63913
430,akola,mp,akola,1342516
431,akola,rj,akola,1347477
432,akola,up,akola,1350054
433,latur,mh,latur,63910
434,kopar,jk,kopar,919164
435,kopar,mh,kopar,1341893
436,medak,ka,medak,1340992
437,medak,ts,medak,148185
438,ghatkesar,ts,ghatkesar,684036
439,kasaragod,kl,kasaragod,148672
440,bharuch,gj,bharuch,14691
441,ramakrishnapuram,ap,ramakrishnapuram,1333295
442,ramakrishnapuram,tn,ramakrishnapuram,947462
443,ramakrishnapuram,ts,ramakrishnapuram,1349749
444,daulatpur,br,daulatpur,1333951
445,daulatpur,cg,daulatpur,1335502
446,daulatpur,dl,daulatpur,1336504
447,daulatpur,hp,daulatpur,1337423
448,daulatpur,hr,daulatpur,1338667
449,daulatpur,mh,daulatpur,1341489
450,daulatpur,mp,daulatpur,1343420
451,daulatpur,od,daulatpur,1346126
452,daulatpur,pb,daulatpur,1346793
453,daulatpur,rj,daulatpur,1347959
454,daulatpur,uk,daulatpur,1354795
455,daulatpur,up,daulatpur,1351280
456,daulatpur,wb,daulatpur,598435
457,barasat,wb,barasat,63887
458,joshpur,wb,joshpur,907289
459,kalkaji,dl,kalkaji,148335
460,bandra west,mh,bandra west,246533
461,jagannathpur,br,jagannathpur,1334182
462,jagannathpur,cg,jagannathpur,1335677
463,jagannathpur,jh,jagannathpur,607004
464,jagannathpur,mh,jagannathpur,1341674
465,jagannathpur,mp,jagannathpur,1343911
466,jagannathpur,od,jagannathpur,1346203
467,jagannathpur,ts,jagannathpur,1349498
468,jagannathpur,uk,jagannathpur,1354937
469,jagannathpur,up,jagannathpur,1351918
470,jagannathpur,wb,jagannathpur,1355676
471,ramnagar,an,ramnagar,593962
472,ramnagar,ap,ramnagar,1333302
473,ramnagar,br,ramnagar,726120
474,ramnagar,cg,ramnagar,1336270
475,ramnagar,hr,ramnagar,1339227
476,ramnagar,jh,ramnagar,1340192
477,ramnagar,jk,ramnagar,1340648
478,ramnagar,ka,ramnagar,1341050
479,ramnagar,mh,ramnagar,1342236
480,ramnagar,mp,ramnagar,1345390
481,ramnagar,pb,ramnagar,1347260
482,ramnagar,rj,ramnagar,1348983
483,ramnagar,tr,ramnagar,588981
484,ramnagar,ts,ramnagar,1349758
485,ramnagar,uk,ramnagar,726636
486,ramnagar,up,ramnagar,1353783
487,ramnagar,wb,ramnagar,149423
488,gwalior city,mp,gwalior city,14386
489,dharavi,mh,dharavi,148743
490,mahbubnagar,ts,mahbubnagar,48291
491,diva,mh,diva,891630
492,saidabad,br,saidabad,1334925
493,saidabad,mp,saidabad,1345489
494,saidabad,ts,saidabad,950976
495,saidabad,uk,saidabad,1355350
496,saidabad,up,saidabad,1353936
497,dalanpur,pb,dalanpur,1346777
498,dalanpur,up,dalanpur,887001
499,gachibowli,ts,gachibowli,595746
500,mirzapur,br,mirzapur,1334633
501,mirzapur,hr,mirzapur,1339092
502,mirzapur,jh,mirzapur,1340060
503,mirzapur,ka,mirzapur,1340998
504,mirzapur,mh,mirzapur,1342047
505,mirzapur,mp,mirzapur,1344897
506,mirzapur,pb,mirzapur,1347150
507,mirzapur,rj,mirzapur,1348737
508,mirzapur,ts,mirzapur,1349648
509,mirzapur,uk,mirzapur,1355185
510,mirzapur,up,mirzapur,63841
511,mirzapur,wb,mirzapur,1355789
512,satara,mh,satara,148835
513,kothaguda,od,kothaguda,919688
514,kothaguda,ts,kothaguda,1349560
515,udupi,ka,udupi,148643
516,vashi,mh,vashi,148869
517,sultanpur,br,sultanpur,1335082
518,sultanpur,gj,sultanpur,1337032
519,sultanpur,hp,sultanpur,1338301
520,sultanpur,hr,sultanpur,1339366
521,sultanpur,ka,sultanpur,1341093
522,sultanpur,mh,sultanpur,1342381
523,sultanpur,mp,sultanpur,1345785
524,sultanpur,pb,sultanpur,1347391
525,sultanpur,rj,sultanpur,1349192
526,sultanpur,ts,sultanpur,1349819
527,sultanpur,uk,sultanpur,1355419
528,sultanpur,up,sultanpur,149341
529,sultanpur,wb,sultanpur,604444
530,bandamkommu,ts,bandamkommu,871012
531,chandpur,as,chandpur,1333412
532,chandpur,br,chandpur,1333871
533,chandpur,gj,chandpur,1336616
534,chandpur,hp,chandpur,1337337
535,chandpur,hr,chandpur,1338615
536,chandpur,jh,chandpur,1339650
537,chandpur,mh,chandpur,1341424
538,chandpur,mp,chandpur,1343258
539,chandpur,od,chandpur,1346103
540,chandpur,pb,chandpur,1346746
541,chandpur,rj,chandpur,1347866
542,chandpur,uk,chandpur,737577
543,chandpur,up,chandpur,726591
544,chandpur,wb,chandpur,1355580
545,rupnagar,gj,rupnagar,1336966
546,rupnagar,jh,rupnagar,1340214
547,rupnagar,pb,rupnagar,149021
548,rupnagar,up,rupnagar,1353887
549,ganjam,ka,ganjam,1340811
550,ganjam,od,ganjam,148951
551,navsari,gj,navsari,63980
552,namakkal,tn,namakkal,62605
553,bowenpally,ts,bowenpally,594894
554,krishnapur,ap,krishnapur,1333207
555,krishnapur,jh,krishnapur,1339956
556,krishnapur,ka,krishnapur,1340929
557,krishnapur,mh,krishnapur,1341914
558,krishnapur,mp,krishnapur,1344542
559,krishnapur,od,krishnapur,1346300
560,krishnapur,ts,krishnapur,1349567
561,krishnapur,up,krishnapur,1352590
562,krishnapur,wb,krishnapur,149407
563,adhartal,mp,adhartal,863423
564,model town,dl,model town,1402961
565,model town,pb,model town,1347152
566,model town,up,model town,931755
567,connaught place,dl,connaught place,148332
568,santipur,as,santipur,1333484
569,santipur,jh,santipur,1340243
570,santipur,od,santipur,1346471
571,santipur,wb,santipur,63874
572,trimulgherry,ts,trimulgherry,148231
573,habibpur,br,habibpur,743879
574,habibpur,pb,habibpur,1346870
575,habibpur,up,habibpur,1351741
576,habibpur,wb,habibpur,899686
577,srirampur,as,srirampur,1333491
578,srirampur,br,srirampur,1335073
579,srirampur,jh,srirampur,1340303
580,srirampur,od,srirampur,1346509
581,srirampur,ts,srirampur,1349813
582,srirampur,uk,srirampur,1355417
583,srirampur,up,srirampur,1354292
584,srirampur,wb,srirampur,149436
585,chandrapur,as,chandrapur,1333413
586,chandrapur,cg,chandrapur,741529
587,chandrapur,jh,chandrapur,1339652
588,chandrapur,mh,chandrapur,63917
589,chandrapur,mp,chandrapur,1343261
590,chandrapur,od,chandrapur,1346105
591,chandrapur,up,chandrapur,1351075
592,chandrapur,wb,chandrapur,1355582
593,babarpur,dl,babarpur,867980
594,babarpur,hr,babarpur,1338428
595,babarpur,pb,babarpur,1346576
596,babarpur,rj,babarpur,1347555
597,babarpur,up,babarpur,1350211
598,bhuj,gj,bhuj,63993
599,kharghar,mh,kharghar,726324
600,ida jeedimetla,ts,ida jeedimetla,596150
601,mancherial,ts,mancherial,63919
602,viman nagar,mh,viman nagar,726364
603,bhimavaram,ap,bhimavaram,63928
604,bhimavaram,ts,bhimavaram,1349371
605,gorakhpur,br,gorakhpur,1334106
606,gorakhpur,cg,gorakhpur,1335633
607,gorakhpur,hr,gorakhpur,148521
608,gorakhpur,jh,gorakhpur,1339784
609,gorakhpur,mp,gorakhpur,1343752
610,gorakhpur,od,gorakhpur,1346179
611,gorakhpur,pb,gorakhpur,1346860
612,gorakhpur,uk,gorakhpur,1354895
613,gorakhpur,up,gorakhpur,48429
614,junagadh,gj,junagadh,63983
615,akurdi,mh,akurdi,626380
616,durgapur,as,durgapur,1333427
617,durgapur,br,durgapur,1334035
618,durgapur,hr,durgapur,1338719
619,durgapur,jh,durgapur,1339734
620,durgapur,mh,durgapur,148746
621,durgapur,mp,durgapur,1343610
622,durgapur,od,durgapur,1346155
623,durgapur,pb,durgapur,1346828
624,durgapur,uk,durgapur,1354852
625,durgapur,up,durgapur,1351489
626,durgapur,wb,durgapur,48599
627,dive,mh,dive,891634
628,kalewadi,mh,kalewadi,626386
629,kopar khairne,mh,kopar khairne,664975
630,gobindapur,br,gobindapur,897281
631,gobindapur,od,gobindapur,1346170
632,gobindapur,up,gobindapur,1351642
633,gobindapur,wb,gobindapur,1355638
634,hisar,br,hisar,1334168
635,hisar,hr,hisar,48287
636,golegaon,mh,golegaon,897637
637,narnur,ap,narnur,936367
638,nagaram,ap,nagaram,1333249
639,nagaram,cg,nagaram,1336108
640,nagaram,kl,nagaram,1341154
641,nagaram,tn,nagaram,1349937
642,nagaram,ts,nagaram,664990
643,kurali,hr,kurali,1338985
644,kurali,pb,kurali,149006
645,kurali,up,kurali,1352639
646,belapur node-- iii,mh,belapur node-- iii,664972
647,ujjain,br,ujjain,1335151
648,ujjain,mp,ujjain,51061
649,avadi,tn,avadi,63944
650,bahadurpur,as,bahadurpur,1333391
651,bahadurpur,br,bahadurpur,1333594
652,bahadurpur,cg,bahadurpur,1335231
653,bahadurpur,hr,bahadurpur,1338451
654,bahadurpur,jh,bahadurpur,1339474
655,bahadurpur,mp,bahadurpur,1342689
656,bahadurpur,pb,bahadurpur,1346602
657,bahadurpur,rj,bahadurpur,1347594
658,bahadurpur,uk,bahadurpur,1354605
659,bahadurpur,up,bahadurpur,1350277
660,bahadurpur,wb,bahadurpur,594034
661,whitefield,ka,whitefield,148646
662,mallampet,ts,mallampet,927662
663,katwa,jh,katwa,1339910
664,katwa,up,katwa,1352345
665,katwa,wb,katwa,149403
666,ramanathapuram,py,ramanathapuram,1347448
667,ramanathapuram,tn,ramanathapuram,149194
668,bikaner,hr,bikaner,1338587
669,bikaner,rj,bikaner,64002
670,nasirpur,br,nasirpur,1334690
671,nasirpur,dl,nasirpur,1336517
672,nasirpur,gj,nasirpur,1336903
673,nasirpur,hr,nasirpur,1339148
674,nasirpur,mh,nasirpur,1342108
675,nasirpur,pb,nasirpur,1347195
676,nasirpur,up,nasirpur,936520
677,nasirpur,wb,nasirpur,1355802
678,garden reach,wb,garden reach,63895
679,nizampet,ts,nizampet,148199
680,habra,wb,habra,149387
681,nimri,br,nimri,1334720
682,nimri,dl,nimri,937914
683,bham,br,bham,876028
684,bham,mh,bham,1341343
685,bham,pb,bham,1346689
686,lalpur,br,lalpur,1334511
687,lalpur,cg,lalpur,1335987
688,lalpur,gj,lalpur,1336836
689,lalpur,hr,lalpur,1339001
690,lalpur,jh,lalpur,1339989
691,lalpur,mp,lalpur,1344635
692,lalpur,pb,lalpur,1347060
693,lalpur,rj,lalpur,1348590
694,lalpur,uk,lalpur,1355103
695,lalpur,up,lalpur,1352733
696,lalpur,wb,lalpur,602123
697,jaykrishnapur,wb,jaykrishnapur,905859
698,patamata,ap,patamata,148205
699,bishnupur,as,bishnupur,1333408
700,bishnupur,br,bishnupur,1333830
701,bishnupur,ml,bishnupur,576853
702,bishnupur,mn,bishnupur,266031
703,bishnupur,mp,bishnupur,1343167
704,bishnupur,od,bishnupur,1346088
705,bishnupur,wb,bishnupur,149365
706,sikar,rj,sikar,48288
707,sikar,wb,sikar,1355897
708,nerul node-ii,mh,nerul node-ii,664978
709,sharfabad,up,sharfabad,955526
710,bellary,ka,bellary,62772
711,fatepur,gj,fatepur,1336680
712,fatepur,mh,fatepur,1341555
713,fatepur,mp,fatepur,1343619
714,fatepur,od,fatepur,1346158
715,fatepur,wb,fatepur,599136
716,sadhanpur,pb,sadhanpur,1347294
717,sadhanpur,up,sadhanpur,1353900
718,sadhanpur,wb,sadhanpur,950468
719,tenali,ap,tenali,63932
720,sirhind,pb,sirhind,256317
721,kokapet,ts,kokapet,918329
722,sagarpur,br,sagarpur,1334920
723,sagarpur,dl,sagarpur,741533
724,sagarpur,hr,sagarpur,1339274
725,sagarpur,pb,sagarpur,1347297
726,sagarpur,up,sagarpur,1353911
727,sagarpur,wb,sagarpur,1355869
728,khargram,wb,khargram,149404
729,kakinada,ap,kakinada,44614
730,raghunathpur,br,raghunathpur,1334847
731,raghunathpur,cg,raghunathpur,1336247
732,raghunathpur,jh,raghunathpur,1340175
